post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
lbij9zflre76wz|Error in Map.h|Can't figure out what is wrong with is. The map compile check isn't working.. |3|0|private|Try adding a parentheses around the (map.insert(..)). The computer might be trying to dereference just map and then call the insert function, when map shouldn't be dereferenced.||1
lbi9sn1kfti6z2|RME for Classifier functions|Hi, I want to ask whether we are required to write RMEs for for the classifier function, and will them be graded? Thank you!|97|0|active|The code is not hand graded, the score on the autograder is your score (after private tests are run).||1
lbi87nf0xa11s7|Does anyone know when we can access final grade for the project?||141|6|active|The final grading will be run in a few days. It may take a bit of time because we have to process all 1000+ student submissions.||0
lbi3gxrfq5k5n4|Autograder|Is the autograder down for anyone else?|166|1|active|The instructors are aware and are working on fixing it.||1
lbhhi4jn3fi6tj|compile error with using k in operator[] function|hi, we have an extension and are having an issue with using k in our operator function: error: no viable conversion from 'const Duck' to 'const std::pair<Duck, std::string>'    auto it = map.find(k);. I'm not sure where this is coming from because we used similar structure in other functions and are not getting errors. i attached a screenshot of our function below. Screen_Shot_2022-12-10_at_12.15.31_AM.png|3|0|private|You are attempting to return an iterator when the return type for the function is a Value_type. Access the iterator and return the actual value and it will work.||0
lbhfza586t91f7|Scores are out for p5.||197|1|active|||1
lbhcwgx78q2h3|style-grading prerequisites not met|Hi, I submitted the files to ag, but it said style-grading prerequisites not met for the style check. What does it mean? Thank you!|89|0|active|We have a few style checks that run on your program to ensure you are coding with good style. In order for that process to run there are a few requirements for your code, your code has to pass some pre-requisites. The earlier you submit, the earlier you can catch bugs that prevent the style checks from running.||0
lbh9ybdpnu43ew|Private tests for memory leak checks not graded?|I got my final P5 grade, but the private test cases for memory leak check are greyed out. Did this happen to any of you?. . |101|2|active|Everyone has this so far, I'm surprised we even get to see some of the private tests this early. It'll probably come out in a week or so like usual.||2
lbh7neycmqn57v|One more attempt on autograder|Hello,. On the Project 5 autograder, I accidentally forgot to remove a line of code (#include 'Map.h') in my main file which led to the main.cpp file not being able to compile. May I please have one more attempt to submit the correct file. I believe that the rest of the file would work so it would be very costly if I don't pass the class because of a single line of code.. . Please, please let me resubmit. I won't change any of the rest of the code and I will only use one more submission.. . - Margaret Kempe (mdkempe)|3|0|private|It is only one line and I really really really really put a lot of effort into the main.cpp and I feel like this would not be portrayed if I don't get the opportunity to have just one more submission! Please!. I have never asked for an extension or any extra accommodation on past projects, so I would really appreciate it if I could get the chance to redeem myself.. I don't know who sets up the autograder but I would desperately like one more submission to adjust the smallest error!!||1
lbh7ima1j97kk|Output Different on IDE and Autograder|Hi, I realize this is last minute but my output for the log probabilities and number of examples is off for the small test. It's correct on Xcode, but way off for the autograder, just wondering if there's anything I can do? |76|0|active|I think it's chops lol||0
lbh79denhz14og|When trying to visually debug main.cpp in IDE, bad access error|When my partner and I try to step through our main.cpp in the visual debugger, we instantly get this error message. |53|0|active|This only occurs during debugging? Bad access errors mean that you are trying to do something with an object that has been released from memory. (Or commonly, trying to derference a nullptr)||0
lbh6ln16tvw7l|whitespace|How do I find the whitespace error? Looks good to me|63|0|active|Click “show white space” ||0
lbh5s8j3dfr7bn|Edge case for empty content field|In the large set no debug we are having errors where we read the incorrect tag into our data leading to this diff not sure how to handle this case. |42|1|active|||0
lbh5j5u6y285ni|Sanitizer Leak when running the debug|"What does the sanitizer leak saying :. . performance: 245 / 332 posts predicted correctly==7355==LeakSanitizer has encountered a fatal error.==7355==HINT: For debugging, try setting environment variable LSAN_OPTIONS=verbosity=1:log_threads=1==7355==HINT: LeakSanitizer does not work under ptrace (strace, gdb, etc)[1] + Done ""/usr/bin/gdb"" --interpreter=mi --tty=${DbgTerm} 0<""/tmp/Microsoft-MIEngine-In-fia32akn.tfj"" 1>""/tmp/Microsoft-MIEngine-Out-bu41simp.drb"""|55|0|active|ASAN doesn't work in the debugger. This message is just saying that ASAN isn't working, not that your code caused a memory issue (though your code could have memory issues, you would have to run the program normally to see).||1
lbh57ssuh1772e|Style Check Long Functions|"Does the closing bracket ""}"" count as a line for the long function style check?"|46|0|active|I believe so. If in doubt, you can run the style check yourself following [this guide](https://eecs280staff.github.io/p1-stats/style_guide.html).||0
lbh50ykphsa41o|error on autograder|. what does this error mean? My main works perfectly in my compiler but we got this error in the autograder. I had a function. . set<string> set(const string &sentence); . . ^this function(exact same as set<string> unique_words(const string &str) in the specs)  returned a set . Did I not declare it properly? If i make it. . std::set<string> set(const string &sentence); . . will this fix it?|58|0|active|Maybe try changing the name of the function?  Having two things named “set” seems like it could cause issues||1
lbh4ebxwsbs48n|resolved|resolved|44|0|active|The way you store the data from your training posts is up to you. Whatever system you use, you will want to make sure that you are keeping track of the information as detailed in [Training](https://eecs280staff.github.io/p5-ml/#training):. . > - The total number of posts in the entire training set.. > - The number of unique words in the entire training set. (The vocabulary size.). > - For each word $$w$$, the number of posts in the entire training set that contain .. > - For each label $$C$$, the number of posts with that label.. > - For each label $$C$$ and word $$w$$, the number of posts with label $$C$$ that contain $$w$$.. . It may not be true that every word shows up in every label in the training data.||0
lbh45jp7ux7t4|Public Projects Exams test timing out|The longer test which is the public projects exam one is timing out after print 500-ish lines. How do I fix this? . |50|0|active|This means that your code is inefficient. By the spec, they say that these are common mistakes: . . Processing a post more than once (including reading it more than once or saving all the data in a vector).Iterating over a map to find something rather than using [] or find().Passing strings, pairs, or containers by value.Iterating by value in a range-based for loop.. . Unfortunately, this means you will need to do some major reorganization of your algorithm. Try to identify what place(s) are taking the most time. Using find() or [] for maps is a good example of not taking too much time. While iterating over every value in a map to find the desired key is an example of a very inefficient approach.. ||0
lbh3qi3n6bh6ze|Pass main public tests on my machine, caen, and AG, but not in AG UB/Leak test?|"I have confirmed that my main runs correctly on my machine, caen, and most importantly on AG. However, I lost points for UB/Leak checks on AG, and when I look at the output, it shows this:. . . Yet, on the very same AG submit, the ""Main small no debug"" test has the correct output: . . . I have two pointers to CSV streams in my Classifier class, which are allocated properly (dynamically) and deleted properly in the destructor. I am pretty sure it is not that. What should I do to debug this?"|45|0|active|Uninitialized member variable. Not sure what black magic AG uses to bring that out in some test cases but it's resolved now.||0
lbh3hrwbjx26h|Driver timing out|"Hi there,. . I was hoping you could provide some insight on the time-out error for the big case in the autograder. My uniqname is brettkor and my partner's in mplatt. We also tried using perf, but terminal said ""bash: perf: command not found"""|5|0|private|||0
lbh3egdukoy784|hard code test case|can we hard code a test case if we wont finish main?|62|0|active|broI mean it's legal strictly speaking||1
lbh38iqcego4m3|Predicting a Label|"Just want to double check. If we train our classifier with labels such as {""euchre"",""test"",""recursion""} and then tested it with a test file that contained labels such as {""instructor"",""student""}, the classifier should only pick from one of the three labels from the training set right? It should pick either ""euchre,"" ""test,"" or ""recursion"" right?"|53|0|active|That's correct.||0
lbh2zuhib362to|Alphabetical Order|"Is the ""Important"" part of the spec something that we have to worry about if I stored the unique words from a post into a set, so it automatically  sorts in alphabetical order? . . . "|44|0|active|If you used the spec's given code for converting a content string to a set of words, then yes, the words will be in alpha order in the set.||0
lbh2yitbhdp3ax|can we hardcode a test case?|i'm not going to finish main so this will get me an extra point. also, how many points is the project worth in total?. |4|0|private|||0
lbh1c9esfrc4qr|If the test file has no post, will it has tag and content headers?||57|0|active|I believe they all have posts, tags, and content headers if I'm not mistaken. Not 100% sure tho.||0
lbh19ejhkhq1l6|Where to use delete in P5 bst.h|"Hello,I passed all the autograder tests, but realized that I didn't use ""delete"" in some of the bst functions where I created new nodes using ""new"". I figured in Insert, I should delete the new node after assigning it to node. But in other functions like copy_nodes_impl, should I still use ""delete"" since destroy_nodes should have taken care of it?"|68|0|active|You should not delete anything in insert_impl, since you literally just create and insert a node. Again, you should not have to delete anything in copy_nodes_impl because you are literally just copying nodes. ||1
lbh06rrq2h46xb|Accuracy|When running the w16_instructor_student.csv file, I got 1966/2988, which is a lot off from 2602/2988. So, I used sdiff to see the difference but I don’t see any difference.. any ideas on how to fix this? |72|0|active|I would assume one of your log likelihoods calculations is wrong/missing or a conditional statement for one is wrong/misordered.||0
lbgzn105os83rv|Error running large data set|I got a full score on the autograder and other things passes the test but when I run this command,I’m getting an error saying “ terminating with uncaught exception of type Gcsvstream_exception: Error opening file: w14-f15_instructor_student.csvAbort trap: 6”. Any clue ? |46|0|active|that's the error csvstream gives when it can't open a file.make sure you are you using the right file name and havne't chagned it anywhere. ||0
lbgzkka1zak61o|Map Public Test Shows Incorrect Output|I'm getting this error and I'm a bit confused as to what happened as I've double-checked my code. Any idea why something like this could be the case?|37|0|active|||0
lbgyzkic5c77jr|Testing if csv opens on autograder|Hi, I am having trouble checking if the input csv files open correctly. So I have. . . fstream fin(csvfile). . . . if(!fin.is_open()){.     //error message.     return 1. }. fin.close. . . In the main function, where csvfile is the name of the file and the error message is the one given in the specs if a file fails to open. The problem is that on VScode, the code functions correctly but on the autograder it ends up printing the error message and ending the function early (same test cases). Anyone know what would cause this to happen?|53|0|active|We must use the following:. https://github.com/awdeorio/csvstream. Use the examples to see how you read in a row(post) from a file. Scroll to the bottom to see how to error handle.||0
lbgywu6elf72yf|Why is my autograder saying that I have a memory leak for BST and Map|I am getting a memory leak in what I believe to be my insert_impl function. However, when I run tests on this function, I am not getting any seg faults. I have also made sure that my destroy_nodes_impl function was implemented correctly. Also, I believe the memory leak in error is a result of the memory leak in BST. . . My code looks like this:. 1. If node is equal to a null ptr, create and return a new node with item = datum and left and right = nullptr. 2. if (less(item, node->datum), item is less than the node datum, then set left node = insert_impl(node->left, item, less). else . set right node = insert_impl(node->right, etc.). 3. return node. . Here is what my autograder says:. . . . Thanks!. |2|0|private|Nevermind my destroy function was wrong and i fixed it!||0
lbgyf4h03vt6fg|Map of maps|". . . map<string, map<string, int>> wordLabel;. . . . if (wordLabel[*is].find(""segfault"") != wordLabel.end()). . . Can someone help me with this if conditional? How do I find the ""end"" of that set?"|46|0|active|"To check if an element is in a std::map of maps, you can use the map::find method on the inner map. In the code you provided, wordLabel[*is] will return the inner map that has a key of *is. You can then call find on that map to check if it contains the key ""segfault"".. Here's how you can rewrite the if condition to make it more readable:. . . if (wordLabel[*is].find(""segfault"") != wordLabel[*is].end()). . Or you can use the map::count method instead of find to check if the map contains a specific key:. . . if (wordLabel[*is].count(""segfault"") > 0). In both cases, the condition will check if the inner map that has a key of *is contains the key ""segfault"". If it does, the condition will be true, otherwise it will be false."||0
lbgyd93yh9r3ev|Should I implement constructor for Map.h?|Hi! I am not sure how is the private test cases. Can I assume that all map instances are constructed by default when created?|43|0|active|A map is a bst so it uses the constructor from bst.h I believe||0
lbgxjf4pzuz37t|Minimum Requirements for Compiling|I won't be able to finish my driver in time but I'd like to at least have main.cpp compile so I can get style points. What are the minimum requirements for the file to compile?|76|1|active|If you’ve got nothing else going on, you still have plenty of time to write the whole thing, don’t be discouraged.The style checks are for long lines (longer than 90 characters). Long functions, deep nesting, too many parameters, and code duplication. Make sure to have the project UID as well, and don’t include your map and your binary search tree.h files, if you include them the file will not compile, and you won’t get those points.||0
lbgva3oyytn5uk|Prediction off by only one post. Is this an issue?|All our numbers are correct for the small test, however we get 246/332 posts predicted correctly on the w16_projects_exam.csv and 2605/2988 posts predicted correctly on the w14-f15_instructor_student.csv as opposed to 245/332 and 2602/2988 respectively. . . We feel we have every case for the log likelihood formula correctly implemented as described in the project spec. Is there any reason that our accuracy would be so close but just off by 1 or 3 posts.. . Perhaps an issue with double division? |75|1|active| Maybe try to use sdiff to see which exact predictions you got wrong and debug from there? ||0
lbgv62fmpds2yv|problems with the perf function|"I've looked into the perf tutorial so I can better my program's runtime but when I try to ""run perf record -g ./main.exe train_small.csv test_small.csv"" I get ""command not found: perf"""|45|0|active|`perf` doesn't support macOS at all and is hard to install under WSL. Instead, try uploading your code to CAEN and running it there.||0
lbguhkiwau46ob|Runtime Error when calling min_greater_than on max value|I have been receiving a runtime error when calling min_greater_than on max value. I tried storing it in a variable so that I could assert it was equal to a nullptr, but that also gave me errors. Our base cases are return null if empty or there is nothing larger than the value.. . Any advice?. . |46|0|active|||0
lbgua7lv96d553|Tags having equal log-priors|What tag should the program choose if two tags have equivalent probability? Also, will we have to deal with cases where there is no content?|54|0|active|Alphabetically first tag. Do not know about your second question. ||1
lbgt7yjaqzp7j9|Csv stream not opening|"Hi,. I'm creating a csv stream using csvstream csvin(""w16_projects_exam.csv"") as in the spec and it's giving me an error that it's not opening at this point. Does anyone know if there's a reason why? Thanks.. . I was trying to test and this was my training file."|47|0|active|You should pass in the argv element directly, not hard coding the filename, although this should still technically open so I do not know. ||0
lbgt522qn8b2jt|BST Public Test False Positive|"In writing test cases for BST, I wanted to check if the implementation of ""less"" in the buggy code. To do this I wrote the following test case:. . . TEST(greater_int). {.   BinarySearchTree<int,greater<int> > tree;.   tree.insert(5);.   tree.insert(6);.   tree.insert(3);.   tree.insert(2);.   tree.insert(4);.   tree.insert(7);.   tree.insert(8);.   ASSERT_TRUE(*tree.min_element() == 8);.   ASSERT_TRUE(*tree.max_element() == 2);.   ASSERT_TRUE(*tree.begin() == 5);.   int i = 8;.   for(BinarySearchTree<int,greater<int> >::Iterator.   it = tree.min_element();.   it != tree.max_element(); ++it).   {.     ASSERT_TRUE(*tree.min_greater_than(i) == --i);.   }.   ASSERT_TRUE(tree.check_sorting_invariant());.   ostringstream comp;.   tree.traverse_inorder(comp);.   ASSERT_TRUE(comp.str() == ""8 7 6 5 4 3 2 "");.   ostringstream precomp;.   tree.traverse_preorder(precomp);.   ASSERT_TRUE(precomp.str() == ""5 6 7 8 3 4 2 "");. }. . What I did was pass through the greater comparison to a bst to override the less comparison, so the ordering of numbers would be reversed than what is expected. On the binary search tree header I wrote, it works correctly. This test case should pass, but autograder flagged it as a false positive. What is the issue here?. "|3|0|private|||0
lbgt0uagadt2ir|can&#39;t figure out how to get perf to work|Every time I try to run perf in my terminal, it just prints out this error message.. . zsh: command not found: perf. . can't figure out what I'm supposed to download for perf. . Please help meeee thank you|49|0|active|https://eecs280staff.github.io/p1-stats/setup_caen.html. https://eecs280staff.github.io/p2-cv/perf.html. . Best guess is that you're not doing this in CAEN, setting up CAEN is a hassle if you haven't done it, but you can do it, it will only take 15 minutes to get it up and get your perf report, worth it if you ask me.||0
lbgssxfpaqw90|i dont want to waste a submit but this is suppose to look like this right?||84|0|active|Don’t think so, it should look like the .correct version that you have||0
lbgp4gvupfv4k3|unique words function isnt compling-what should i do?|title|70|0|active|"Make sure you have ""#include <set>"". Also make sure it is declared above all the lines of code that call the unique words function."||0
lbgmcswu8d54yk|How do I calculate the correct log-probability?|I am having trouble finding the correct log-probability for every post in test data. For instance on the test small my results show as follows from this image:. . . If I compare this to the correct output, my first and third test log-probability come out correctly but the second one should be -12.5 when it is coming out as -12.9 but I ran the calculations by hand and I get -12.9Can someone explain where the -12.5 comes from? I follow the formula for log-probability and I can give my calculations for reference if they're needed.|105|1|active|You can check the value that each word has in test_small_debug.out.correct. In terms of debugging, I would step through each word and make sure it is going to the right if-statement. ||1
lbglx1a6p7y350|How do I find the max value in a map?|When I try to use max_element, it doesn't seem to correctly work since some of the tests for the bigger files are returning the smaller numbers. What is the better way to do this?|63|1|active|You must you std::map, which does not have a max element function. I do not see why you would even use it for main. If you are trying to make a for loop to iterate through a map, use a range-based for loop. ||1
lbgg3i0cn9g5oq|resolved||5|0|private|marking resolved||0
lbg9z0er6nu69r|k|f|8|0|private|||0
lbg8zf8l1j570x|terminate called ...  &#39;std::logic_error&#39;   what():  basic_string::_M_construct null not valid|. This is coming out of my terminal as soon as I run any tests or use the debugger. Any suggestions on what it could be/things to try to fix it? Planning on going to office hours tooresolved: it had something to do with argv and string|46|0|active|||0
lbg7q9k97fy5ke|Help, can&#39;t figure out abort after end of BST private test suite|"My partner and I have been spent 6 hours trying to figure out why we get this message (abort) after all our other test cases pass. . . ""BinarySearchTree_tests.exe(23167,0x1184fd600) malloc: *** error for object 0x7ff33f705ab0: pointer being freed was not allocatedBinarySearchTree_tests.exe(23167,0x1184fd600) malloc: *** set a breakpoint in malloc_error_break to debug"". . We have tried the suggestions on Piazza saying that it's a problem with our destructor however continuous testing has not led us to any conclusion. Any advice would be really appreciated!! How can we optimize our destroy nodes function? Is there anything else causing this issue at the end of the test page after all other tests pass?"|68|0|active|It looks like you are encountering an error with memory allocation and deallocation in your destroyNodes() function. The error message specifically mentions a pointer being freed that was not allocated, which could indicate that you are trying to delete a null pointer.. One possible cause for this error could be that you are not properly checking for null pointers before attempting to delete them in your destroyNodes() function. You should make sure to check for null pointers before calling delete on them to avoid this error.. Additionally, make sure that you are properly deallocating all dynamically allocated memory in your destroyNodes() function. This includes deleting all nodes in the tree, as well as any other dynamically allocated memory that is used in your implementation.. If you continue to encounter this error, you may want to consider using a debugging tool such as a memory profiler to help identify the specific cause of the error and to help you fix it.||0
lbg7h1t5tyd6kl|Error Time Out for big cases|My program keeps timing out when I try to run it in the terminal or when I submit it to autograder. I already looked at @4171 and did everything they said in there. Could an instructor take a look at my autograder and see if they can help. Thank you|49|0|active|||0
lbg76t1uk2w3a4|my unique words function isnt compling|how can i fix this?|5|0|private|Have you included the set library?||1
lbg4cctn9bu21n|Xcode Memory Leaks|How would I go about debugging memory leaks on Xcode? I believe I already installed the Address Sanitizer|48|0|active|||0
lbg43yo05s57jl|duplicates when reading in|When I read the contents in I use a set to remove duplicates but for some reason it also reads in a word with a space in it. What happened here? Is there something wrong with the way I read the content in? It also does not appear to actually be a space but it looks like a space.. . |52|0|active|You should use the unique words function given to us in the specs. Pass in the content from a row and store the output in a set. ||1
lbg3i2ssxpt161|Classifer Paramenter|Hi, I am confused as to how can I store a set of unique_words for each label as to get the likelihood of the word given the label? |5|0|private|||0
lbg347wopqs4k7|UB check fail|I am having trouble with the UB checks in the destroy_nodes_impl function.. Here are the 2 versions of code that I've tried out to solve this problem.. . . static void destroy_nodes_impl(Node *node) {. 	if (node != nullptr) {. 		destroy_nodes_impl(node->right);. 		destroy_nodes_impl(nodes->left);. 		node = nullptr;. 		delete node;. 	}. }. . //and. . static void destroy_nodes_impl(Node *node) {.  if (node != nullptr) {.   if (node->right!=nullptr){.    destroy_nodes_impl(node->right);.   }.   if (node->left!=nullptr){.    destroy_nodes_impl(nodes->left);.   }.   node = nullptr;.  }.  delete node;. }. I don't know what else to do. Any tips?|6|0|private|||0
lbg28kbeo22pw|Main public projects exam no debug|"Hi, for main public tests, I have no output for main public projects exam no debug. Is it due to my project taking too long to run? . Also, how I only see the training csv file for ""exam"", which is ""sp16_projects_exam.csv"", where can I find the test csv file?. "|67|0|active|"Your Exit Status is ""Timed out"" so your program took too long to run. ""sp16_projects_exam.csv"" is the test file whose training file is ""w16_projects_exam.csv"""||0
lbg25ubuq675zf|&#34;...has incomplete type and cannot be defined&#34;|. I used ostringstream to print out tests in BST test file. Is this disallowed? I can easily delete the ostringstream lines, but it's interesting. . edit: it's probably a namespace thing. I had using namespace std which isn't recommended. I removed it and used std::. wonder if thatl'll change anything|43|0|active|||0
lbg1vtt0hvz5nc|Indexing into a map,int&gt;|". I implemented this function like @4339 described but I am getting an error ""no operator matches ""[]"" matches these operands"" when indexing into numPostsCW. I know it's probably the way I'm indexing into numPostsCW so what would be the correct way to index into a map of pairs?"|4|0|private|Resolved||0
lbg1pfvnifl771|Unable to start debugging. Unexpected LLDB output from command &#34;-exec-run&#34;.|I have an intel chip mac, and I followed the instruction to set up my launch.json. Here's what my launch.json looks like. |44|0|active|||0
lbg1lc8ky0m5ev|Debugging Memory|Is there a way to debug memory leaks on VS code?|62|0|active|Address Sanitizer (ASAN) flags should catch maybe ~50% of memory leaks, for the others I'd recommend uploading your code to a CAEN computer with ASAN on and seeing if that catches any others... if all that works you should be pretty good.. . In terms of debugging what I do is step through each function in the VSCode debugger until ASAN yells at me about an error, then rewind and try to trace the objects that are in memory to see what was created/deleted and if that's OK or not.. . Hope this helps!!||0
lbg0obqsf7s156|BST Memory Leaks|I am confused by what these errors are and where I should be looking to fix them - these are from the BinarySearchTree(UB/Leak Checks). . . |57|0|active|Usually if you are getting a memory leak, the best place to start is looking where you use new and delete. Start in insert or destroy nodes.||0
lbfzvzaeugt64e|Long Functions|I am getting points off for this and at line 157 which it says where it is too long is my int main. What does this mean? Dies it mean my main function is too long?. |51|0|active|Yes, I think our main functions cannot exceed 40 lines. I would try to create another function inside your class you created to remove some of the code from main function. ||0
lbfzrzwcc242cn|No Binary Search Tree file|Getting this error when running in the autograder for the main tests. Runs fine when i run on the terminal. Does anyone know what this is. . |51|1|active|You shouldn't be using BinarySearchTree.h or Map.h in main. Use std::map by writing #include<map>. I'm pretty sure you won't need to change your actual code||0
