post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kzbzqlu7ttp161|Autograder failed all private tests on compute_vertical_cost_matrix|The autograder marked us 0/7 for the compute_vertical_cost_matrix, even for the basic test.. . I know passing public tests does not guarantee passing the private tests, but my partner and I found it odd since everything else, including what ran compute_vertical_cost_matrix, did not get marked off.. . I would understand if the special cases were marked off, but having the basic case fail and yet for the method to run just fine doesn't seem to match up. What could be happening here?|149|1|active|We can't explain private test cases on Piazza. For all private test case questions, please attend proffice hours. The days & times are on the website.||0
kzbxivrd2ro4ci|How does the autograder work?|. Is this normal?  I submitted a later version of my project however autograder did not grade it?  Does autograder only grade the highest scoring project?  Or why would this be the case.|161|0|active|Check the instructor answer of this post.. . @2331||0
kzbq1bmr4v71up|Group invitation|"My partner and I got an exstension on p2 because my partner tested positive for covid. I am trying to send them a group invitation and it says ""is already part of a submission group for project 'Project 2 - Images'"" but he is not apart of another group nor has he submitted the project beforehand."|16|0|private|Please have *both* you and your partner email `eecs280staff@umich.edu` confirming that you both agreed to be partners and briefly explaining the situation - the professors will follow up with you there.||2
kzbo37ml7826yk|The autograder graded an earlier submission|For one of our submissions we had long lines.. . So we removed the long lines and resubmitted on Jan 28 so before the deadline, but the autograder graded the submission that had long lines.|223|0|active|Please update your piazza name as required in @6.. . The student answer is correct. I can't see your submission as your uniqname is not in your piazza name, but it's likely that the submission with longer lines passed more private test. **The autograder grades every single one of your submissions and only shows you whichever has the highest overall score.**||0
kzbh22kyznu1pp|Style on AG|If the AG fails to check style and doesn't give us points even if we made sure to adhere to style while we coded can we appeal for a manual style check?|196|0|active|Sadly not. We'd like to be more lenient but for cases like these the score on the AG is final.||0
kzbg221y38z2zz|Project 2 grades are out|Project 2 grades are out!!|341|8|active|||3
kzadawu2wq04n|Who wants their project grade to come out already?!?!|Title says it all, we've waited too long!|295|0|active|||3
kz99ikr65ma5dq|Project 2 time out|I was working this evening on getting my project to stop timing out on the longer tests on autograder even though they passed when run on my PC. After trying to optimize for a few hours, I realized that it was probably my assert statements (checking the requires clauses) getting called over and over on the larger tests that was causing this. I commented them out and everything worked in Visual Studio, but the warnings for unused functions/variables caused the code not to compile through g++.. . I only lost one point from the public tests from time out, but if more of the private tests time out as well is there any chance of uploading the fixed version? I used all three of my uploads today figuring that out.. . P.S. There is no easy way to run perf on WSL. Apparently it's possible on WSL 2 but you need to download and install it manually from Microsoft's git. This is where most of my time went, and even after upgrading to WSL 2 and installing everything, I still wasn't able to run the executable. I ended up using virtualbox to run linux, cloned my repo and ran perf that way.. . Just figured I should mention this in case you want to update the appendix. I followed these processes, which apparently work most of the time:. Steps to install perf: https://gist.github.com/abel0b/b1881e41b9e1c4b16d84e5e083c38a13. Upgrading to WSL 2: https://pureinfotech.com/upgrade-wsl2-wsl1-windows-10/. |19|0|private|Hi Emmett, I'm sorry to hear that gave you so much trouble and you couldn't upload your changes to the Autograder. Unfortunately, our policy is that there are no late days or extra submits unless you are granted an extension, and in a class of 1300+ we have to stick to that policy in order to be fair to other students.. . Thank you for providing those links!||0
kz98ej76vsfst|When will we get private test grades?|Just curious!|301|0|active|Soon™||1
kz97bdo7c7mih|Will my private tests fail if my horses processing failed in the public tests?|I've tried many things to fix this issue but nothing really worked at the end. Every other test passed except for horses when it came to seam carve function, which said timed out. It seems like the general consensus to why this happens is that horses was a big file which is why it is easy to time out. But will the private tests for processing involve images bigger or smaller than horses?|212|0|active|I have no knowledge of the private tests, but the student answer here seems reasonable. I find it likely that the 500x500 maximum matrix/image size was chosen for a reason as well and wouldn't be exceeded greatly on the AG.||0
kz97a3nhlg751l|Late Days?|Does this course offer Late Days for project submissions?|242|1|active|Unfortunately there are no late days in this course||0
kz95wq4uocy5e3|Nvm|. |15|0|private|resolved||0
kz95aupmjlw1tf|autograder|What is the Autograder waiting for?|238|1|active|right!||1
kz94rryqn9b6f9|Does failing a public test mean failing all the private tests|.|186|0|active|Not necessarily. It's less likely than if you passed all the public tests, but if you passed some of the public tests then there's a chance you could've passed some private tests as well||0
kz94aitkw8gxr|resize.exe out of bounds error?|I was initially getting a segmentation fault error when running resize.exe. So I ran it with address sanitizer and this is what it showed me:. . Matrix.cpp:76:12: runtime error: index -1094795586 out of bounds for type 'int [250000]'. . This is for the Matrix_at function. However, I didn't understand how an index of -1094795586 could come out. How could I fix this?|194|0|active|Resolved in follow-ups||1
kz93r46mr9178o|Failing the Assert statement...|Hi, Do you have any idea why I'm failing the assert statement??. . . . |13|0|private|Hard to tell from the output, but a couple of things to look for 1. Make sure you are initializing the red, green, and blue channels in both Image_init functions. 2. Check the Matrix function calls when computing the energy matrix. Make sure that you aren’t exceeding the bounds (especially for column). ||1
kz92sehetlp14w|processing public test all failing|When I run the processing public test file, I get this error: . . Testing dog rotate left...Assertion failed: (Image_equal(rotated_img, rotated_img_correct)), function test_rotate, file processing_public_tests.cpp, line 110.Abort trap: 6. . How can I fix this issue? I haven't edited the file. All of the private test cases are failing in autograder... Does this mean that all of the private test cases for processing will fail for me if I won't be able to fix this issue?|159|0|active|@2294||1
kz92a8n4lvh4ad|crabster seem carve failing|crabster seam carve 70x35 . . Assertion failed: (Image_equal(carved_img, carved_img_correct)), function test_seam_carve, file processing_public_tests.cpp. . I'm getting this error and I'm not sure how to fix it. I checked all my seam_carve functions and they seem perfectly fine. If anyone fixed this issue without using valgrind, please let me know!|119|1|active|Marking resolved||0
kz927tt9zrp2j3|Image_init test|How would I go about testing the rgb channels width and height without breaking the interface?|113|0|active|I personally used the set pixel function from image.cppEdit from another student:I had the same issue as you. I would say this: If your Image_init function is correctly setting the Image's width and height properties, then it is also probably setting the matrixes' width and height properties. Thus, you may not need to worry about checking the Matrix dimensions anyway in your Image_init test.||0
kz9277w1kjf365|My code is mocking me- cost function|I'm failing the crabster cost test only. All the other precedent crabster tests, as well as the dog and horse tests, pass. The diffchecker shows strange, isolated errors (which I've been told looks like a smiling dog). How might this happen, and how can I fix it?. . Screen_Shot_2022-02-04_at_6.45.59_PM.png|146|1|active|Marking resolved due to deadline||0
kz925zcsph9xa|find_minimal_vertical_seam|How exactly do we modify seam? trying to save a value into seam gives me only one int when I try to modify it. Do we need to create a temporary array to save it? |87|0|active|According to RME, you should only modify the region of index $$[0, height-1]$$. You don't need to worry about the length of the `seam`.. . `int seam[]` will decay to a pointer in the function, but you can always use `operator[]` to access and modify the array, say `seam[height - 1] = 10`.||0
kz922dmq73f5t2|Ill defined loop but I don&#39;t know why for|I keep getting an error for ill defined loop and I cannot figure out why. I've been trying to figure it out for 2 hours and not sure what's wrong. . . Just writing this gives me that error:. . for (int row = Matrix_height(cost) - 1; row == 0; --row) . . It's for the find minimal vector seam function|8|0|private|You may want to change the condition to row >= 0 rather than row == 0. ||0
kz920jgk8l16ng|rotate_left failing|We  finished all of our processing functions and it compiles, but when we run the test itself this error shows up. Does anyone know what is causing it? |107|0|active|`rotate_left` and `rotate_right` are two functions prepared for you by instructors. So the functions themselves will not fail the test. However, because these functions use `Image_init`,  `Image_set_pixel`, `Image_get_pixel`, you can look into these functions.||1
kz91udsu8uf61e|Remove seam issue|. . I see That my matrix remove seam changes the value but I keep getting stopped by the image equal assert statement that compares image one and two . this has to do with subtracting the width by one which my remove seam function does but on the debugger it shows that it stayed the same. |77|0|active|Are you sure you changed the width of the original matrix and not just the copy?||1
kz916otih8m4mw|LNK errors|When compiling processing_public_tests.cpp alongside Matrix.cpp Image.cpp processing.cpp I get these errors and I'm not sure how to fix them.. . . . |14|0|private|This will usually happen if you haven't included some files whose functions you're calling. See if @1513 instructor response helps.||0
kz916bhtr1e35r|dog cost|My output is correct but I'm still failing the test|102|0|active|These two outputs are not the same. Only lines 1, 2, and 3 match. Running `diff dog_cost.out.txt dog_cost_correct.txt` can help show you exactly what is different.. . In your case its the first number on lines 4, 5, and 6 that are different.||1
kz915rjizzy58u|Do false positive count towards exposing bug|I have some false positive test cases but a 10/10 for exposing bugs. Does that 10/10 come from only the valid test cases, meaning I could delete the false positive test cases and have no issues? Or is it possible that deleting one of the false positive test cases would lower my grade?|126|0|active|False positives indicate you wrote your unit test incorrectly, like asserting the wrong logic (i.e. you have ASSERT_EQUAL(add_integer(2, 2), 3)).. You could get rid the false positive test cases, as your points only come from the valid tests you write.But these false positives also serve as a reminder to make double check you correctly understood and implemented your functions right.||0
kz90z4gzwrx2vy|Error in CAEN|*** No rule to make target 'resize.cpp', needed by 'resize.exe'.  Stop.. . I got this error on CAEN but my code works on XCode. Do you know what I should do to fix this?. . |122|0|active|Did your `make sync` report any errors? The solution is to remove `p2-cv-copy` on CAEN, and `make sync` again.||1
kz90reu58l13j4|What do false positive tests mean for our grade|I have a 52/52 on the autograder but my Student Matrix tests has 3 false positives. I plan on going back and trying to find what's causing the issue, but I am hesitant to resubmit because I don't want to risk losing points on the matrix tests if I delete the wrong thing. Will my grade go down if I have false positives?|135|0|active|Also, if a test is a false positive then you won't receive points for it for your test cases, however you also won't be penalized for it. ||0
kz90miyc9z81ai|Perf results|". I'm not really sure how to go about debugging from here, I've traced the largest ""%s"" down to my function: Matrix_column but I don't know how I could improve it. Is it a loop calling Matrix_column that is causing it to be inefficient? Or is it Matrix_column itself?. Here I find the row and then find where in the column == ptr. . My code runs but takes a few minutes."|8|0|private|Resolved.||0
kz90clqoeoe83|Processing_public_test horses timing out|When I run processing_public_test in my own terminal, it only takes about 30 seconds to finish the two horses seam carve tests. But when I turn it in to autograder, it says that it times out. I've read that its okay for it to take about 30 seconds so I am confused on why it is not working in the autograder.|84|0|active|Use perf and see what most of that time is being spent on. Maybe there are some unnecessary for loops in your code somewhere||0
kz9048p3t2o6vl|project2|When a pixel is a parameter in a function how do I access the different colors of the pixel because doing color->r gives an error|105|0|active|The operator `->` dereferences a pointer and the accesses a member variable. It is equivalent to doing `(*ptr).`. We do this with `Matrix *mat` and `Image *img` because these are pointers. To access `Pixel` objects, we don’t typically use pointers in the project (for instance, `Pixel color = {0,255,0}` just declares a `Pixel` variable), so you just access the members with the `.` operator. Doing `color->r` would try to dereference `color`, which isn't possible if `color` is an object and not a pointer.||1
kz903cohguy51a|Remove vertical seam error|. . This function after passing through the assert statement fails to pass by image equals because it says the the width is 5 instead of 4. Im confused on why that is since I Have the image being subtracted by 1. |16|0|private|Please don't make your post public to the class if you are pasting your code.. . I would suggest running debugger on the Image_init() function and executing the code line by line to see if the values of all variables are correct.||1
kz8zz51l3yf47t|Valgrind Error|I looked through my code and piazza I don't know why I am getting this Valgrind error.  Can someone possibly explain why I am getting this error?. |85|0|active|Are you filling only the pixels in the Image given its dimensions?||1
kz8zsubsgyt5kd|Resize.cpp|Resize is running well in vscode and terminal but it is not running in autograder.. Does anyone know why?|79|0|active|It looks like your code is working correctly on the autograder but producing the wrong exit code from main. Make sure that your code only returns a nonzero value from main if there's an error. (Otherwise leave out the return or do `return 0;`)||0
kz8zksf4gxc5o9|Public tests passed on VS code but failed on autograder|I don't understand why it doesnt pass on autograder as the public tests all passed on my computer|7|0|private|On the AG, you can click the red bars for errors, and see the error outputs for why you code does not compile.||0
kz8zfz9bb8a19h|Seam size of 1|In find_minimum_vertical_seam, I am trying to index seam at various row values but it seems to not be working, as when I debug the it shows the size of seam to be 1. . . I have tried to also assign via pointer, such as *(seam + row) = /value but that also didn't work. . . I have also tried to create a temporary array temp[MAX_MATRIX_HEIGHT], pass values into this and then set seam = temp, yet to no avail. . . I have also looked at the related piazza posts for similar questions. Any suggestions?|60|1|active|Initialize seam to have the max height or initialize it dynamically with the height of the image. https://piazza.com/class/kxxmwqhcnxy2b?cid=1582_f2 has some suggestions.||0
kz8ynucjfve56z|resize bad-access|. . Could anyone tell me where I did wrong? It keeps sending me warnings like this. |80|0|active|Are you running the driver with no arguments in Xcode? `argv[1]` will contain `nullptr` if so. ||0
kz8y5rg9pb6sr|Question|Hi,. . I'm trying to debug this function on the Image_public_test.cpp, and I know what is the error, in image_print, but I'm not sure of how to fix it. And I'm aware that it is in the ostringstream variable... I'm unable to fix this.... . . . |11|0|private|It could be an error in your second image_init function. Check to see if you're using the right order, it should be red, green, blue.||1
kz8y1uer9hx1xx|Terminal Error that doesn&#39;t occur in Xcode|. I'm getting this error when I try to make Matrix_tests.exe but when I run it in xcode it works just fine.|56|0|active|See the suggestion below or review the address sanitizer section of the spec (or check the internet) for how to read the error.||1
kz8xu2x1yno4u7|Image_equal error|. . For some reason, my debugger is not running now because of the error above in the given code. I don't think it has anything to do with my compile sources. Anyone know how to fix this?|55|0|active|include image test helper while compiling||0
kz8xpriv68k1tm|I am trying to run the program on my own ppm file. However, it fails this assertion|"Assertion failed: (file_type == ""P3""). . The file is a ppm file and there are no comments. Furthermore, the file is also inside my p2-cv directory"|74|0|active|See follow ups.||2
kz8xnpnbrt53dn|Test issues|"When I wrote a matrix unit test, there are errors saying that identifier ""test_unit"" is undefined. How am I supposed to fix the problem? . . "|83|0|active|"""TEST"" should be all caps. You may read more about that in the tutorial: https://eecs280staff.github.io/unit_test_framework/"||0
kz8xirud3gu5c8|Seam Carve in processing tests|I am passing every test for dog, every test for crabster and horse except seam carve for all 4 dimensions. Is there a common function or logic error that could be causing this? I am just not really sure where to look|61|0|active|Two suggestions:. Zero in on which function of that case is causing a failure.. Check the intermediary images and matrices using the provided _correct.ppm and _correct.txt files.. . What is different about each test case is information we can't provide.||0
kz8xgrf5vut216|Looking for a way to make compute_vertical_cost_matrix run more efficiently|"My code works but it takes ~2 minutes to run ""horses"". I was wondering if I should be using a search algorithm instead of doing a linear search through the whole line for Matrix_column and Matrix_row? Or am I missing something else here"|59|0|active|Are you the same guy in discord? Mark as solved.. . You have an unnecessary loop in `Matrix_at`, `row`, and `col`. You can use pointer arithmetic to avoid these loops. For example: using `ptr - arr` to get the index of `ptr` in `arr`. The `arr` here is the data in Matrix, which is `mat->data`.. . After having the index, you can do some basic algebra to get the row and col of pointers.||0
kz8xda7gdcy6iy|Velgrind Invalid free() / delete / delete[] / realloc()|Everything works fine bar this error in valgrind which appears to stem from resize.cpp.  The final output form caen is as follows:. . . . Been stuck on this the past few hours|75|0|active|. What are you trying to delete on line 288 of processing.cpp? If you look at the valgrind input at first line that lists a file you touched, it is processing.cpp at line 288. This is how to read valgrind.. ||2
kz8x9r3qwfq7hf|resize.app error|Hi, we were trying to compile resize.cpp but were unsure why we received these error messages. . . |61|0|active|If you use your debugger, you can go to the parent function in the call stack to see which line in your code caused this error.. . See the follow up for other suggestions.||1
kz8x7xpw1q675h|resize.exe segmentation fault when using my own images?|So my resize.exe function works great except for when I am using my own ppm images. Any idea why this may be? My image has dimensions 834 x 528 if that matters|76|0|active|Resolved.||1
kz8x5k8cfii4yf|Processing|Are larger images required to test, or are all tests going to be run by the autograder within the dimensions of provided images?|71|0|active|Due to the way the data is stored, the maximum size of image the program even supports is `500` by `500`.. . The public test image `horses.ppm` is pretty close to this limit (`479` by `382`) so if you pass that test, you should be fine.||0
kz8x41c06h42sh|compute_vertical_cost_matrix|For the compute_vertical_cost_matrix function I called Matrix_column within Matrix_min_value_in_row, does it make sense to add 1 to the end of the col_end parameter since the column end in Matrix_min_value_in_row is exclusive. |44|0|active|That is correct. Since the col_end parameter is exclusive, you will need to add 1 to end range you are searching for.||0
kz8x308wyqdi|Can you get higher than the number of bugs on the test cases?|So could you get an 11/10 on Matrix and 12/11 on images?|100|0|active|You can find more than that many bugs, but you will not get extra points for finding them.||1
kz8x1jnnhxf28q|Image_init in resize|I was just debugging in resize.cpp when my line:. . Image_init(img, fin) . . went to the function Image_init(img, width, height).  This just started happening.  Any reasons as to why?  I'm confused to as why it would go there when my line doesn't even have those parameters.. . Thanks!|58|0|active|Did you call your first image_init in your second version of image_init?||0
kz8wzhy0uqr77d|Install perf|I get this error when trying to install perf on ubuntu. After looking through piazza I believe this has something to do with CAEN - although I'm not sure how to work with this either. What commands should I type to fix this?. |79|0|active|I had the same thing, try running it through CAEN||1
kz8wt5t7m726a7|Matrix element/data range|@1233. Adding on to this question, should the element inside of the matrix only range from 0 to 255? or can it be any numerical value?|39|0|active|Theoretically, yes, Matrix can handle any integer values. But we only use Matrix in Image.cpp. So, our Image.cpp only uses values between 0 and 255 to fill matrices.But both of your Matrix.cpp and Image.cpp can handle any numerical values. Because your implementation can.||0
kz8vwevl9kq2er|Error in Resize.cpp|Hi there, we were unsure why we got these five error messages when we tried compiling resize cpp. We have tried googling but did not quite understand what they talked about. . . Thanks in advance!. . |84|0|active|See follow ups.||1
kz8v6lx9ti24p7|Does the autograder have access to files besides the ones we submit?|I'm missing one more bug for Image_tests.cpp and thought it might be something in the read function that utilizes an instream. So I've coded a test for it and it runs on my computer and opens dog.ppm, my question is can the autograder use this to open dog.ppm or will that cause an error? Is this something we can even test if it is unable to open it?|120|0|active|You do have access to some files (from the [spec](https://eecs280staff.github.io/p2-cv/#testing-matrix-and-image)):. > You may use stringstreams to simulate file input and/or output for your unit tests. You may also use the image files `dog.ppm`, `crabster.ppm`, and `horses.ppm`, but no others.||0
kz8v56x0jaq6ak|Should we delete pointers?|"I saw a piazza post saying we should delete pointer, but when I delete mine in Matrix_tests I get an error message that says. ""Deallocation of freed memory"". I also saw another post that said don't delete anything unless you used the new operator, so should I be using new to initialize pointers?"|97|0|active|You can have pointers in the stack or in the heap. ```new``` and ```delete``` are pairs, so if you do not use a ```new```, you do not need to manually delete it.||0
kz8v13hkcdf3bi|Assertion error column_of_min_value_in_row that fails crabster test|"So there is an assertion in our column_of_min_value_in_row that is making our crabster 70x35 test fail, and I cannot figure out why. Can an instructor please look at our most recent autograder submission? Here are the values of all the variables:. . . . All of the values fit the assertion clause, so we are confused. Taking out the assertion clause causes a further assertion failure in the next function.. . Uniqname = ""vdhatt"""|7|0|private|The approach I'd use to track down where the assertion failure is coming from is to use the debugger from the point shown in your screenshot to explore the stack frames from which the function with the failed assertion was called. You can go up a stack frame or two to see where the problematic values are coming from.. . However, if you don't find them that way, I'd also consider that the `column_start` and `column_end` values shown in the debugger are huge and seem like they must be coming from an out-of-bounds read or uninitialized variable. Actually, I just realized this may be related to an error your partner posted about that's related to undefined behavior detected by the address sanitizer.||0
kz8uyaonfnf5wf|Autograder Valgrind Image.cpp Errror|Hi, can an instructor please look at my most recent autograder submission. At line 28 in my Image.cpp file we are getting an issue and we aren't sure how the istream is causing this. Thank you!|61|0|active|Make sure to initialize each color channel matrix in `Image_init`!||0
kz8un1widez3d|project2|How do I access the elements of a matrix. I know I can use that matrix_at and matrix-> data functions, but is there another way so that I can access elements within the matrix_at function. Also, is matrix->data filled with the values for the data or do I have to write code that does that.|92|0|active|If you are talking about ```Matrix_at``` function specifically, I would encourage you how you may use pointer arithmetic to get the pointer that points to the element in the array.. . Tips: 1. If you have an array declared as ```int arr[2] = {1, 2};``` , what would ```arr``` give you? If you are not sure about this, you may want to go back and check last week's lab.. 2. If you have a pointer ```ptr``` that points to some element in an array, what would ```ptr + 1``` mean?||0
kz8uih5rh6p68h|failed crabster seam carve|What am I doing wrong here?. Screen_Shot_2022-02-04_at_3.12.14_PM.png|72|0|active|Looks like you might have forgotten to initialize something in Matrix_max that's messing up stuff. Maybe try looking at that?||0
kz8ui6kdqm63r4|Getting this error while testing Image_init with iostream|The error is:. ERROR: AddressSanitizer: heap-use-after-free on address 0x000109001800 at pc 0x00010000b1b2 bp 0x7ffeefbfeb60 sp 0x7ffeefbfeb58. It happens when I try to get the width of img. I ran through the debugger, and img is initialized and has a width. What does this mean?|60|0|active|This happens when you are trying to access a memory that is already freed by delete. Check if you are trying to access a pointer that is already deleted.I think the bug might be in your test.cpp not Image.cpp||0
kz8ufrk23hv26c|Autograder Image Valgrind|Hi, can an instructor please look at my most recent autograder submission. At line 28 in my Image.cpp file we are getting an issue and we aren't sure how the istream is causing this. Thank you! |6|0|private|From a quick look, it appears valgrind is complaining that the read operations on that line are somehow using an uninitialized value. You'll get this warning if any part of that line depends on values that are directly uninitialized or were computed based on uninitialized data. The pointers you're working with there are coming from `Matrix_at`, so evidently there's an issue where something used by `Matrix_at` is uninitialized. Take a look at the values used by `Matrix_at` to compute the pointer to the data in the array. Are there any values that could be uninitialized there based on the way the matrices are created and where they're initialized in `Image_init`?. . Or, another general principle that applies here is that you must ALWAYS call `Matrix_init` on a matrix before you're able to use any `Matrix_` functions safely.||0
kz8uf7zlr89f9|run time error compute vertical cost matrix|"I've looked through my code to make sure I wasn't going out of bounds anywhere and looked at where the address sanitizer says there's undefined behavior in Matrix.cpp which was my Matrix_at function but it passed the public tests so I don't think the problem is there. The sanitizer also mentioned line 149 in processing cpp but there all I have it ""int middleCost = *Matrix_at(cost,row - 1, col);"". Could someone help me locate the problem.. "|6|0|private|The output here says it's running into an index of `-5` in the call to `Matrix_at`, which seems to suggest there must be some improper arguments to the function causing it to go out of bounds. The address sanitizer says that's from a call to `Matrix_at` on line 149 of `processing.cpp`. How might that call end up looking at a negative location?||0
kz8u6cz8oyr27n|Problem with getting segmentation with crabster and horse|Screen_Shot_2022-02-04_at_2.57.45_PM.png. . I passed all of the test with dogs, but it gives me a segmentation fault with crabsters and horses. I am not really sure where I should start debugging with because I am not sure what this segmentation is caused by. I tried doing single image test with crabster and horses, but both of them gave me segmentation error like the image above without ever indicating which function had the issue.|89|0|active|Valgrind ([tutorial](https://eecs280staff.github.io/p1-stats/setup_valgrind.html)) can detect which line of code caused the segmentation fault . Additionally, Address Sanitizer ([tutorial](https://eecs280staff.github.io/p1-stats/setup_asan.html)) can also help pinpoint which line is causing this. Hope this helps!||0
kz8u4ooeim0367|unresoved external|Does this mean I missed including all the header files? What are the header files that I need to include?. . |54|0|active|What files are in your build?||1
kz8u1p7gh0n5rw|Testing|When we write our tests caases, is it fine that we dont have the ASSERT_EQUAL for every single function. Can we have functions like Image_init and Image_set_pixel inside the test function but not being the one being tested.|77|0|active|Yes!||0
kz8u0lp08ffhy|Resize.cpp timed out error|Screen_Shot_2022-02-04_at_2.58.40_PM.png. . What does this error mean in the AG, and what can we do to solve it?|73|0|active|The timed out error means that you are taking too long on resize. Try getting rid of your assert statements to avoid spending time on checks. The valgrind message says you have leaky memory. I would take a look at the indicated file and make sure you have a corresponding delete keyword with every new keyword.||0
kz8t3nu7h5q40k|Matrix_row function|Does it return the index of the row or the actual row?|60|0|active|The index||0
kz8szenj3s8150|resize.exe minimum output size|./resize.exe in.ppm out.ppm 'width' 'height'. . What's the minimum value that we can apply to width or height?|58|0|active|Your code should be able to handle anything that does not break the requirements clauses for functions||0
kz8smn5wlwa1vf|matrix_at|How do you test the const Matrix_at function? I have tests for the non-const version that pass. |71|0|active|The two versions are just for if you have a const Matrix vs a non-constant Matrix. They should have the same functionality. If you specifically want to test the const Matrix_at function, pass in a const Matrix.||0
kz8sl02gdd82sw|Question about exposing undisclosed bugs|How much more time should I spend on my project if I am at 52/52 on the Autograder? My partner and I went through essentially every function and wrote nearly every edge test case we could think of. |83|0|active|We can’t say whether or not your test cases are comprehensive and will ensure you pass all of the private tests, but one of our goals in this course is to help you gain a sense of confidence in your abilities to write and test code. If you feel that you have tested everything, there isn’t much more you can do.||0
kz8s5jf2pyy73j|Any Possible UI for Project 2?|Hi, I would just like to know do we have some user interfaces for project 2, so that we may upload some of our own pictures and play with the code? It really adds on to the sense of achievement, and it is also a much better way of testing our own codes :). . Many thanks!|95|1|active|https://eecs280staff.github.io/p2-cv/#appendix-a-working-with-ppm-files The spec lists here some ways to convert images into ppm files and view them!||0
