post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kz1kzx7tlc3ul|Problem with P1 Autograder|Hi!  I just wanted to check in before I began submitting p2; I saw I got some tests wrong on p1 and I was wondering if someone could tell me why they failed so I don't make similar mistakes on project 2.  Thanks!|9|0|private|Unfortunately we cannot tell you exactly what went wrong because that would reveal what each of our private test cases test for, and that is not allowed. However, if you come to OH or Professor OH, we can help you figure out some things that are incorrect with your code||0
kz1kwwcgml23tt|Autograder changed my grade for project 1|I know that a post @1500 has been posted, and I figured out the reason why it changed. However, I am positive Autograder did not catch the error until yesterday night. If I saw the error, I would have changed it because I had three more submissions the day after. Will my grade change to a 17/18, or would it stay the same 18/18?|11|0|private|"@1500. We are currently looking at the issue, but as stated in post 1500, ""we will be taking whatever gives you the higher score (this change is for your benefit)."" I'm sure whatever issues you have will be addressed. "||0
kz0riioze9u3n4|Processing.cpp Anyone getting this same error?|Is anyone getting this same error in Processing.cpp?. |44|0|active|@1513||0
kz0m0zp2jni3u5|p1 grade changed in autograder?|i checked the autograder back when the project was first graded and i got X/18, making sure i got 3/3 on the public tests,. but now when i check p1 submissions it says final submission is X-3/18 with public tests failing and 0/3???. . what happened here. this is also the case for a friend|236|6|active|Sorry for the confusion! We are looking at a change to the autograder settings, but we will be taking whatever gives you the higher score (this change is for your benefit). **Your P1 score will not be lower than whatever was reported to you after the initial deadline.** It will be updated with the appropriate score soon.. ||3
kz0l2enbvxt3v7|Compiler error|I joined the class late so I'm still working on project 1 as I have an extension and I got the following error message when I tried to use the extract_column function.|77|0|active|see followups||2
kz0gahr0p792vw|Trouble with Autograder|"For some reason, autogravder is not letting click the ""choose files to upload button"" (I still have one test available for today as well). Is anyone else having this problem or have an idea for a solution?"|55|1|active|I'm not having this issue either - were you able to get it resolved? One thing you could do in the meantime is pushing your files to git, and then submitting on a different computer (such as a CAEN computer)||1
kz0eeqovxdd2kb|project 1 final graded score changed|Hello! Quick question: last time i checked autograder for project 1, I had received a 3/3 on most of my submissions, and had a final graded submission of 16/18. However, I looked today and it showed a 0/3 for every single submission, as well as a final graded submission of 13/18. What happened/ what could have changed to cause the grade to drop so much? Thank you!|13|0|private|Sorry for the confusion. We are looking at a change to the autograder settings, but we will be taking whatever gives you the higher score. Your P1 score will not be lower than whatever was reported to you after the initial deadline. It will be updated with the appropriate score soon.||1
kyz8cwqzmt83ad|I think there is an error that just occurred in autograder for project 1.|My score as well as other students scores dropped by 1 point, and I think something may have glitched. |17|1|private|The autograder runs private tests a few days after the project deadline so your score should change by a few points.||1
kyxfe6ajicvij|Pixel Test Cases|How do I write my own test cases for pixels? I can write down random numbers but what about after the seam carve thing?|139|0|active|Not sure if I understand your question correctly, do you mean tests for functions like Image_get_pixel() and Image_set_pixel()? Or how to create pixels inside of your test cases? ||0
kytm2doiya9491|What does the 1 stand for in processing.cpp:99:1?|"Hi, I put my code into the autograder and the Style check got this error in long lines: /home/autograder/working_dir/processing.cpp:99:1: long line [size|P3] Line with 98 characters exceeds limit of 90. . My main question is, though, what do the two numbers in processing.cpp:99:1 mean? The 99 I'm assuming is the line number but what is the 1 for?"|87|0|active|It means the first character of that line.. . In oclint, it means this line has an issue.||0
kypbudkxiqu3w9|Project 1 Grade|Good evening,. Sorry to bother but I was just wondering if anyone could provide some clarification about my Project 1 grade; I got an extension for Friday at 8p because I went into quarantine on Tuesday, and the Autograder graded the best submission as of Wednesday instead of my better submission (passed Valgrind) on Thursday. Just wondering if it takes time for it to manually process the extension, or if there was an error. Thank you for your time!|24|0|private|The extension was handled correctly in the autograder, and it doesn't appear that there was any error. The autograder grades all of your submissions fully (including the private tests), and then keeps whichever submission attains the highest score overall. Even though you fixed the error mentioned by valgrind, in doing so I'm guessing you introduced a hard to find bug in your percentile function, resulting in less points on the AG, and thus the AG chose your old submit instead of your new one.||0
kyp21dkf9f02zj|error|resolved|9|0|private|Marking as resolved!||0
kyoqyc3z5254nk|P1 sort in main|Hello, did autograder go through the functions themselves and not through main? In order to be more efficient with my code, I put the sort function in main before any functions were implemented,. After looking at autograder, I noticed that two of my functions (median and percentile) that didn't work were ones that would require the sort function (mode was unscathed because I used sort in the function before I thought to just put sort in main). I was wondering if there was any way my code could be looked at to determine this- my previous class only looked at main and I thought that this autograder would do the same for the tests. If so, is there any way my grade can be revisited? Thank you!|13|0|private|From the P1 spec:.  > The functions in `stats.cpp` must still work when compiled with a different main function.`. . So, they must work for any data, even unsorted data. Thinking with efficiency in mind is a good idea, but unfortunately we can't offer any sort of regrading for the project. P1 is worth a bit less than the other projects, so try not to worry too much and for future projects emphasize unit testing per function.||0
kynynm9ry3e2by|Valgrind Error|Hi! I got a 3/3 on my latest submission but there is a Valgrind error under the main public test and I have totally no idea why it showed up and how to fix it even after reading the previous related posts. Also, I am wondering why the stats private tests did not run? Here are the pictures of the screenshots on the autograder. . . . . As for the Valgrind error, it said there was something wrong with main.cpp line 39 and stats.cpp line 149. Here are my codes.. . . My guess is that on stats.cpp line 149 the [intpart - 1] might be out of the index bound so the error popped up? Can I fix it by adding:. assert(intpart >= 1 && intpart <v.size());. . Last but not least, when I set up Valgrind on my computer, I ran into this problem. Is the Valgrind error related to this problem?. . Thanks in advance. I have struggled with these problems for a long time and still feel pretty lost. It would be great if someone could give me some hints or advice. Much appreciated!!!. |16|0|private|I can't tell you whether that code will fix it or not because that's the same as giving you the answer, but I can say checking for edge cases is exactly what you're supposed to do. Think clearly about when you will go out of bounds in relation to the percentile function and what you should do in each case, for example, what if p = 1?There are a couple other piazza posts related to percentile out of bound edge cases, so I'd recommend checking those as well. . . Private test cases are run after your due date to check the implementation of your code - this is where you will get the majority of your points. . . For the final question, I think it's a little hard to do over piazza because I can't see everything in your system, luckily, we're having [set up clinics](https://docs.google.com/spreadsheets/u/2/d/e/2PACX-1vSzjDOSYXwV9EDEu2ile37BLZqQYpi2UcHl5s6vXeL9kv1VI-_lXEsP7WfyzREUuZreOopIJ4AIs624/pubhtml?gid=0&single=true) all this week if you can make it to one! I think I've seen this error on Piazza before if you want to check those - I think this might be a similar case to not finding a home page like @781 @558 or a path error similar to @252, apologies I can't help more over Piazza||0
kynivmcmcm555e|Anyone else fail percentile test cases as they divided by 100?|was just curious if I was the only one 🤣|206|0|active|i did too ahah||2
kynb8fq77lh296|p1 autograder|For project 1, the autograder did not check the private tests on my latest submission. It ran the  test  through a previous  submission  which was getting a valgrind error. I fixed the error and made a new submission but the autograder didn't run the private test cases on that  submission. Does this mean that the submission  with the valgrind error is used for final scoring?|205|1|active|The autograder will choose the submission that receives the highest overall score, including all hidden test cases. In your case, your previous submission received the highest grade, even with the valgrind error.||0
kynavsnblrd5fw|Can anybody find out what is wrong with my sum method?|I missed a sum method private case in the autograder.. I feel really dumb, but I can't imagine what might have gone wrong since this method is as simple as it gets. I don't think I can post my code, but I used a simple for loop that added the value at each index to a double called sum.. . Edit: Never mind, it turns out that I defined sum as an int ... can't believe that I missed that. How did my code even compile and go through Valgrind when returning an int in a method that returns a double?? Did it cast automatically???|182|0|active|See followups||1
kyn8dte2v44mo|Question about Mode function in p1|I just wanted to ask a question about the mode function for project 1. I know that private tests cannot be revealed to us, but I just wanted to ask if we would have been graded down for not including the sort() function in mode, or was that hint completely optional for this function? Also is there any possible way we can get feedback for p1 now that the grading is done? It helps to know where you went wrong, or at least to be given a hint about where I went wrong for the test cases I didn't pass? Thank you for your time.|15|0|private|As long as your implementation worked, you would have received full points for that function. We can't reveal what the private tests are, but you're welcome to come to office hours to discuss your function implementations with an IA!||0
kyn74prsevscg|Is there any way to see why we got a private test case wrong?|I missed one test case (stats test mode 1) and was wondering if there was any way I could see why my program failed on that test. I tested it with every possible input I could think of, so I was just wondering what I could have done better.. . I understand if that's not possible though since we aren't allowed to know what the private test cases are, in that case I guess I'll just keep testing it to see where it could have gone wrong.. . Also, if I got a 17/18 on the AG, that means my final grade for project one is a 94.4%, correct?|293|1|active|. p1 only counts 5% of total grades. And you only lose 0.3% of the total right now. Don’t be panic. You are still good. . Look at the RME for the mode function and consider the example cases:. . //REQUIRES: v is not empty. //EFFECTS: returns the mode of the numbers in v. //  http://en.wikipedia.org/wiki/Mode_(statistics). //  Example: mode({1,2,3}) = 1. //  Example: mode({1,1,2,2}) = 1. //  Example: mode({2,2,1,1}) = 1. //  Example: mode({1,2,1,2}) = 1. //  Example: mode({1,2,1,2,2}) = 2. //  In the event of a tie, return the smallest value (as in the . //  above examples). //HINT 1: use the sort() function provided in p1_library.h. //HINT 2: use a nested loop. //HINT 3: use a variable to remember the most frequent number seen so far||1
kyn5v57iceog9|Final Score Autograder|Why is it that the autograder did not grade my most recent submission? Will it affect my grade since I still had valgrind errors in the submission that was graded?  |14|0|private|The autograder takes your highest scoring submission, so it looks like you’re second to last submission scored 18/18. Congrats! :D||0
kymcred66aj5ay|Code Wouldn&#39;t Compile With CAEN|My code compiled fine on my computer, and on autograder, but it simply wouldn't compile on caen. Does anyone have a work-around for this? I'm just not sure what to do if this happens again on the next project.|203|0|active|Try looking at the P1 FAQ pinned on Piazza. I had a similar problem and I found the solution in there.||1
kymaomgi5gk4nh|Project 1-Stats|This isn't really a question or anything, but let's use this post to pray for our stats project. I'm so scared about the private test cases even though I tested my code|305|8|active|||2
kym9pvyjmog703|Final Score: When/ how can we see our final score for private test cases on project 1?||310|0|active|Soon™. . Edit: final scores have been published||1
kym96a4j6qc5v6|libraries|Guys I need some help its an emergency. . . what libraries are supposed to be in main.cpp. stats.cpp. stats_tests.cpp. |194|0|active|Someone can correct me if I'm wrong but I believe you can use any/all of these libraries in all three of those .cpp files. The autograder will validate to make sure you're not using any extra libraries that aren't allowed but it won't tell you if you're missing anything so you have to check that for yourself.||0
kym7vqolqos316|ERROR!!|. what does this error mean????|203|0|active|Did you include cmath in your headers?||0
kym7lyzokel5zb|About missing file|"I moved my EECS280 folder to another folder by mistake and I resaved it. But when I tried to open p1-stats project, the error says""Project /Users/apple/Desktop/EECS 280/p1-stats/p1-stats.xcodeproj cannot be opened because it is missing its project.pbxproj file."" How do I fix it?"|154|0|active|I suggest you recreate a solution and readd all files to the source file.||0
kym7lvv4yhb7m4|HELP. Wrong output|. . . . Can anyone spot the error in the function. . its supposed to be . 0. 0. 0. 0. 1|17|1|private|Resolved due to project deadline. In the future, we don't exist to spot the errors in your function, you must use the tools available to you (visual debugger and tests) to find the errors in your function. We are more than happy to help you use the debugger to find the source of the error, but we won't simply point out the answer. ||0
kym7kil8q3s7ld|bash: ./main.exe: No such file or directory|So when I run my files in my terminal, I get the correct outputs and they look correct.. . . . However, when I turned it in on the autograder, it's telling me I got 0/3 and I got this output:. . |155|0|active|"Looks like you're trying to #include ""stats.hpp"" in stats.cpp which is not recognized by the AG."||2
kym7khhifka7gt|Help with Valgrind!!!|I got the 3/3 on the Autograder, but does anyone know why this is still red? I am not sure what Valgrind even is. Will this affect my final grade? Thank you!!|202|0|active|It means that you might fail some of the private tests from what I've heard. I definitely suggest trying to debug it. First things first click on the red valgrind for both main and stats public tests and show us what you're seeing. If they're long just grab a single picture for each and paste them here||2
kym7dkxhzex3zn|Grace Period for P1?|The spec says that the Project 1 is due today at 8pm: is there a grace period until say 10 or 12? |216|1|active|There is not||0
kym7bg9t7gu7ot|Valgrind &#34;make main&#34; Error 1|Trying to synch to Valgrind and I keep getting an Error 1 message from the sanitizer and it fails Valgrind in Autograder. Help!. . edit: I know now that the issue is my 100th percentile case. If anyone has any tips for resolving an out-of-bounds issue please let me know!. . |147|0|active|Resolved due to project deadline. Please continue to follow up (or make a new post) if you still have further questions that you want addressed!||1
kym705fzsjv3uq|Nothing will compile in autograder|What does all this mean?!  And how do you fix it?public_2022_01_19.jpeg|114|1|active|"use the sort function provided in p1_library.h. Autograder does not recognize the syntax ""sort(v.begin(), v.end());"""||1
kym6qpdzwqf4pu|How is stats_tests.cpp graded?|Is stats_tests.cpp graded for style? . . I also just wanted to verify: . For the hidden test cases, are they run through our tests in stats_tests.cpp to see how well our cases are, or are the hidden test cases run through the code itself (stats.cpp) and stats_tests. cpp is solely for us to check our own work? |102|0|active|Project 1 isn't graded for style. Yes, stats_test.cpp is for you to check your own code.||0
kym6leg6v1c5hn|Any idea how to fix these errors?||84|0|active|Presumably you forgot to initialize a variable called data.||0
kym6i3khw49224|Help!!|I don't understand what the issue is with the Autograder! I ran this on CAEN Valgrind and Didn't have errors!!!!. |129|0|active|@11||1
kym6fcs2je15bc|Word Colors|My main.cpp file is not working. Only a few words in my code are changing color, like text that I want to print to the console, but not cin or cout. None of my functions are changing color which makes me think it isn't working. Does anyone know why something like this might happen? |82|0|active|add main.cpp to your compile sources under targets and remove stats_tests.cpp so you can run main instead. this will add color to main and remove color from stats testsyou can alternate between the two depending on what you want to run ||0
kym6f9apn9l4ai|main public test in autograder|When I submit to autograder, I only get an error with my main public test even though it runs correctly when I run it in VS code. Has this happened to anyone else?|83|0|active|There are 3 components of the main public test (compile, run, valgrind) that you can see when click on main public test in autograder. Seeing which components are giving you that error will probably be useful for you.||0
kym5vcnzd563d8|Output is the exact same in the autograder but it marks me wrong|"These are the only two lines the autograder says I have wrong although they're the exact same. I have a space after each line in my code and I was wondering if that could be it before I use my last submit? For example, I have ""enter a filename "" and I'm wondering if that space at the end is what's causing the issue? Thanks in advance. . "|67|0|active|Try comparing outputs through diffchecker.com as it will clearly show any whitespace||1
kym5o85mmad4y0|Percentile|When there is only one number in vector,. . All percentiles are the same?. . Because p=vk and vk would be that one single element, correct?|70|0|active|See question @1008||0
kym5j1pcreh7dn|Grading for Project 1/ Will Styling Be a Large Part?|Does anyone know? Also are we required to use any structures like python's dictionary, arrays, etc? I am much more familiar with python than C++ and thus not super familiar with C++ structures such as that.|98|0|active|There is no style grading for P1.||0
kym5eqnj8nq419|Assert With Vectors|I am still not able to use the assert function with vectors. It's not even that the assert test fails, it draws a red squiggly line under assert when I even try to compare to a vector. Can anyone assist with this?|74|0|active|Try constructing the hard-coded vector outside of the assert statement like this.. . vector<double> correct = {1,2,3,4};. vector<double> test = someFunction();. assert(test == correct);||0
kym45zmult45ei|Percentile test|If I have a vector such as:. . {100}, with one number inside of it. . Would the percentiles all be 100 (0th...100th)?|100|1|active|Yup.||1
kym3zx2y4fz498|Question|Hello, I have a question: Is my mode function correct??? I'm really struggling here... And I need your input here on finding the mode function. I also want to know if I need to input the value if the data is not having the frequency... like data v = {1, 2, 1, 2} then mode is 1.... . |12|0|private|"IAs and GSIs are not responsible for answering questions like ""Is this code correct?"" without more information. If you found your function failed some test cases and did not know how to debug, we can help you with some debugging skills.. I do not quite understand what you want to ask by ""if I need to input the value if the data is not having the frequency"", but for data like {1, 2, 1, 2}, yes the mode should be 1. Check ""stats.h"" mode RME and you will know how to break a tie."||0
kym3yy97g3y4lv|I keep getting a Valgrind error but only in Autograder|==66== Conditional jump or move depends on uninitialised value(s). ==66==    at 0x51DE258: sqrt (w_sqrt.c:27). ==66==    by 0x405373: stdev(std::vector >) (stats.cpp:151). ==66==    by 0x402DC1: main (stats_public_test.cpp:25). ==66== . ==66== Conditional jump or move depends on uninitialised value(s). ==66==    at 0x572B6C8: __printf_fp_l (printf_fp.c:381). ==66==    by 0x572A0B8: vfprintf (vfprintf.c:1631). ==66==    by 0x5751A48: vsnprintf (vsnprintf.c:114). ==66==    by 0x4F0EF5B: ??? (in /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.21). ==66==    by 0x4F3DA56: std::ostreambuf_iterator > std::num_put > >::_M_insert_float(std::ostreambuf_iterator >, std::ios_base&, char, char, double) const (in /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.21). ==66==    by 0x4F3DD6F: std::num_put > >::do_put(std::ostreambuf_iterator >, std::ios_base&, char, double) const (in /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.21). ==66==    by 0x4F49FC4: std::ostream& std::ostream::_M_insert(double) (in /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.21). ==66==    by 0x402DE8: main (stats_public_test.cpp:25). ==66==|12|0|private|"""Conditional jump or move depends on uninitialised value(s)"". This means that there is some uninitialised variable that is being used somewhere.. . ""main (stats_public_test.cpp:25)"". This give you the file & line where this uninitialised value is being used. Looks like its in a cout statement by the line above ""std::ostream& std::ostream..."". . Make sure you are not returning an uninitialised value from any of your functions, which would look something like. . int a;     // a will have some garbage integer value and does not have to default to 0.. return a;. . "||0
kym3xupjcuq450|Valgrind error|"I'm not sure how to read this at all, can someone help me out here. I wanted to ""polish"" my project by adding comments here and there, and then I was greeted by this error. (uniqname is mzy). . . "|28|0|private|Your error is happening in main.cpp, line 31 & in stats_public_test.cpp, line 19. Look at the function that's being called on those lines and how you initialize your variables.. . Try running your code in valgrind on CAEN. You can make changes to your code and see if the error is fixed.||1
kym3xj7fgjzg5|Autograder most recent submission and best submission|If I submitted my code to autograder and got a 3/3 on it but changed it after writing more test cases, will my most recent 3/3 be the one graded, or the first 3/3?|106|0|active|It keeps the latest submission with the highest scores. For example, you got 1 2 2 3 3, autograder will keep the last 3 submisison.||0
kym3adz3xz0gv|How do we submit our source code to autograder|.|98|0|active|go to https://autograder.io, sign in to your UM email, choose project 1, and upload the stats.cpp, stats_tests.cpp, and main.cpp files.||0
kym2zxqmr0a7pq|summarize function isn&#39;t working. Causing output to terminal to constantly loop||16|0|private|Resolved in Followup||1
kym2w7rxuca5qd|Stuck on standard deviation test||16|0|private|It looks like you need to call the standard deviation function on the vector. We have the solution what the standard deviation should be in the correct output we provide for main!||1
kym2ky3x3gj597|errors showing on autograder but not on my terminal|Went for office hours where the GSI and I tried running my code using CAEN but no errors were showing. . The errors do not show on my terminal too - there is no debugger installed. . . But as I submit it on autograder- errors in my code are showing . . What can I do?|44|0|private|"Compiling your code on CAEN should have showed the errors. Were you building using ""make"" on CAEN or only running your prebuilt .exe file?. . Either way, you are running into a compile-time error/warning. Look for variables that are set but never get used or reassigned in your mode function. There might be more than this one throughout your stats.cpp, so try to get CAEN working. "||1
kym2fgj0i6h2yu|Printing in the summarize function|Is it fine if we cout the vector values in the summarize function itself rather than doing it in main?|104|0|active|@826||0
kym2f25o16j3ed|Libraries in .cpp files|"I have two submits left on the autograder and want to make sure of something:. In addition to. #include <iostream>. #include <cassert>. #include <vector>. #include <string>. #include <cmath>. #include <iomanip>. #include <limits>. what other libraries do we need to include in main, stats, and stats_tests? . . For main, I also have . #include <stdio.h>. #include ""stats.h"". #include ""p1_library.h"". . for stats. #include <stdio.h>. #include ""stats.h"". #include ""p1_library.h"". . for stats_tests. #include ""stats.h"". . Am I missing anything? My code compiles and works on both main and stats_tests FYI.. "|80|0|active|Resolved. ||0
kym2b8pu282485|To clarify|"In this project,. . We won't be (explicitly) graded on the [effectiveness] of our test cases?. . What I mean by this is assuming we created completely bug-free code, that works perfectly (assumption). . If our code works against the test cases, but our own test cases don't ""expose"" these, we won't lose points on this project right? Only in future ones?"|120|0|active|Correct, great summary||0
kym21pmmvz834o|Number of Test Cases Needed|On the spec it says we need at least one test for each function in stats.cpp, but does this mean we need at least 9 test cases? Or can multiple functions be assigned to the same test case?|97|0|active|You can test multiple functions in one test case. There may be certain inputs that cause bugs in multiple functions. ||0
kym1cijmh8x1kq|Median of a single digit|Should the median of a single digit be that number itself?|109|0|active|Yes!. . I think you mean a single number.||2
kym165dsg9643q|Urgent! Should the mean Function be able to handle NEGATIVE numbers?|Like 0, -100, 4|102|0|active|"It should be able to handle both positive and negative numbers. Look at the ""requires"" clause of the mean function in stats.h. The only thing not allowed is passing an empty vector to the mean function."||1
kym115b74pq1q|VSCode debugger error when running ./stats_tests.exe|Trying to run ./stats_tests.exe on my mac, intel i 7. I am getting an assertion error at line 18 when I run it. This is the first stage of Project 1. Trying to switch over to my laptop to finish and just wanted to run the setups for it. Please advise. |62|0|active|`assert(false)` is intended to throw an exception and end the program. What you said is 100% normal.||0
kym0qoslyc215x|valgrind error|Hello, I've submitted my project to auto grader and received a 3/3 but it is still showing up an error for valgrind in the main public test. My code compiles and runs fine so I am confused if this is a problem that I should be concerned about because I still received a 3/3.|140|0|active|what's the output of the valgrind error?||3
kym0dcp3a6k1bt|Project 1 Ques|In the project spec it says once I compile and rune main.exe I should be asked for a filename, then column name, ... etc. but my code only prints hello from main. What am I doing wrong, or not doing so I can fix this? Also what am I supposed to have the function summarize do and is there a specific format I need to use?|13|0|private|"Once you have finished all the functions in stats.cpp, you have to edit the main.cpp function so it does what the spec outlines (you should be removing that line that causes main.cpp to print ""Hello World"" or whatever you have).  I would look at this part in the spec for more details on this.. . For the summarize function, essentially what you should be doing is returning a vector of vectors of doubles that holds the number:frequency pairs stored in it.. . ex. if your vector looks like this {1, 2, 3, 3, 3, 4, 4}, your summarize function should return something like this { {1, 1}, {2, 1}, {3, 3}, {4, 2} }, as 1 appears once, 2 appears once, etc."||1
kym04wwfepi6mz|having an issue with my summarize output. When i print to the terminal it keeps looping the output|. |16|0|private|Do you want s to be equal to data.size() or the size of a different vector?||1
kylzzawvqo23s0|I&#39;m having trouble with my standard deviation function and it keeps failing the test case||15|0|private|The code seems reasonable to me. Make sure in your test case, if you are comparing two doubles x, y, you are using something like assert(abs(x - y) < epsilon) rather than assert(x == y). More details about why this is necessary here||1
kylzyineeoa2mr|Submitting Project 1|Is the only form of submission that is required for the projects just uploading to autograder? So once we are happy with our files, our most recent autograder submission will be considered?. . Also, does each function need an RME before it? And will our stats_tests.cpp file be considered for any grading?|112|0|active|Correct, you only need to submit/upload the required files to the autograder. We will grade passed on the highest scoring submit you make.. . You won't need to put an RME before each function you made (if you look at `stats.h`, we already did those for you!) And for `stats_tests.cpp`, we won't be grading directly on the tests/bugs you catch, but we want you to submit to see you wrote tests for your code.||0
kylznxxyndz70p|Percentile indentation|I keep outputting the percentile functions with spaces at the front of the string, but it isn't indenting at all when I run my code? Any insight as to why this might be / how to fix?|88|1|active|Could you make a private post that includes your code? It's hard to figure out the problem without seeing it.||0
kylzafn6xd2s3|Real Data Error - Column name qflag not found|"My code works fine for the main_test_data.tsv, but when I try to use the real data (HCMST_ver_3.04.tsv) and enter in ""qflag"" as the column name, it aborts the program, saying ""Error: column name qflag not found in HCMST_ver_3.04.tsv"". Any idea why this is happening?"|77|0|active|Make sure that the contents of the tsv file look right. As the student answer suggest, you might want to try redownloading it!||0
kylxz9bhwjd152|segmentation fault with main||132|0|active|Segmentation faults usually happen when you try to access memory you're not supposed to - have you tried running this on valgrind?||2
kylxfnvne4a4gn|checking|NI submitted my code and got a 3/3 on the autograder (yay), but went back today to make sure everything looks good. I downloaded the other file from the website and now am having problems. My summary (freq) is correct but now my code is blocked. I would love help!! thank you |17|0|private|This error is indicating that on line 24 of your main.cpp, you are indexing out of the bounds of the vector `sumVec`. I took a look at your code on the autograder and it looks like the condition of your for loop on line 23 of main.cpp is incorrect.||0
kylx1l8fgs93hc|Error|. . Why is this an error? I am static casting it.|81|0|active|You casted the v.size() into an int and the variable i into an unsigned int. Replacing size_t i with int i should fix it. ||0
