post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
ldp61serqv222m|Undefined symbol|Why isn’t letting me use my matrix_init function in my image.cpp file? I tried #including matrix.h but it still gave me the error?|73|0|active|If you add the include for Matrix.h and it works in terminal, then it should be fine. Sometimes IDEs don't like to be smart.||0
ldp5hyvev9npx|How can I correct for the edge cases in my function of compute_vertical_cost_matrix|Some values come out correct but others are in correct I think it is from the edge cases. But I don't see any issue with it, Maybe I am not understanding the spec correctly.. . jf|106|0|active|I would refrain from posting your code on Piazza as that is an honor code violation.||0
ldp5gwviq596dx|Failing processing public tests on AG but not terminal|Why would this be the case? Uniqname: sabrinma. . I thought I had sanitizers in my VSCode?. . . |6|0|private|Odds are that you're indexing out-of-bounds somewhere, and this doesn't always raise an error locally. AG is a bit more strict. See if you can find anywhere where you may be indexing out-of-bounds.||0
ldp5akse5do64r|Processing assert errors|I get this error output for two images on the autograder processing tests:. . processing_public_tests.exe: Matrix.cpp:86: int* Matrix_at(Matrix*, int, int): Assertion `0 <= column && column < Matrix_width(mat)' failed.. . I've tried parsing through but it is difficult to find where in processing this could be referring to, could I get some help with this?. |4|0|private|Run your code with a debugger and see the call stack where the assertion fails. See where Matrix_at gets called, and your issue is probably there. You are trying to call Matrix_at with an invalid column.||0
ldp5995cicv3pe|Resize.cpp - Error with cout statement|"I am getting an error that says ""no operator ""<<"" matches these operands"". I am unsure of how to fix this. . . "|4|0|private|You are trying to cout an ifstream instead of a string. You should be printing the actual string filename instead.||0
ldp58fpsvdusj|Autograder - Image_get_pixel test leak|. . Hi, from what I can understand this error occurs when a new object is created but not deleted when it is done being used. However, in the test this occurred in, all new objects created by the test and its function calls all get deleted by the end. Additionally, when my partner and I both tested it on our terminals it ran as successful. I am wondering what could be causing this and if we will get marked down for it if everything else is running fine, thank you|62|0|active|||0
ldp57dykld815z|Compute_verticle_cost_matrix function|I have written my compute_vertical_cost_matrix function, and went to office hours to fix a bug it had that wouldn't work. However, despite getting the right results, it fails the processing public test. Would someone be able to look at my code for the function? Here is the error in terminal:. . Screenshot_2023-02-03_at_6.11.41_PM.png. . My uniquename is pajehan|62|1|active|dealing with the same issue right now...spent all day trying to find the issue. I haven't fixed mine but make sure your matrix col of min value in a row is working completely correctly. . EDIT: for the error, that just means your output doesn't match what the correct output is supposed to be. i can't say for sure what exactly is causing the error, but i would double check that when you call Matrix_col_of_min_value_in_row, you do so knowing that the variable you put in for column_end is exclusive. ik that's caused a lot of bugs for me so i'd check that out. . . ||2
ldp5096svys2ad|Code is in black and white|I was wondering why my code is showing up in black and white even though all my other files are showing the usual text colors?thank you!!!!!!|81|0|active|Rename the files to end with .cppYou seem to have removed their extensions by accident.||1
ldp4oqiiss95hd|resize - compile issue|"My code will compile but fails to open the image I pass in. I use Xcode, what should I have in the ""Arguments passed on launch"" when I edit my scheme?"|79|0|active|". what should I have in the ""Arguments passed on launch"" when I edit my scheme?. . The arguments you would pass in the command line, so for example. . ./resize.exe horses.ppm horses_400x250.ppm 400 250. note: don't pass in the program name (aka resize.exe)"||1
ldp4dfnuyh01rd|Issue with running resize.exe|After running our resize.exe, we get this message:. . Could not load source './csu/../sysdeps/nptl/libc_start_call_main.h': 'SourceRequest' not supported... . On autograder's Resize Public Test, we get an X for Run (no output), but the check is correct and shows our output is the same. The problem seems to be that our resize.exe has the correct output, just doesn't actually run?|72|0|active|. Could not load source './csu/../sysdeps/nptl/libc_start_call_main.h': 'SourceRequest' not supported... . Can you provide more info, like a screenshot and what IDE this is. . . . . . . . On autograder's Resize Public Test, we get an X for Run (no output), but the check is correct and shows our output is the same. The problem seems to be that our resize.exe has the correct output, just doesn't actually run?. . . . . . . You are returning 1 at the end of resize.cpp, you should return 0 or don't return anything. return 1 indicates there was an error with the program.||1
ldp41b4sqge4f1|Resize.cpp bug|"Whenever I try to debug my Resize, im getting stopped right below the int main() line, saying ""Exception has occured. Aborted"" Without getting to any lines within resize. Any advice would be much appreciated!"|73|0|active|Check your conditions on your error checking. I.E you’re argc checks and height and width checks. ||0
ldp399kio4ubj|Not passing resize public test on Autograder|. . So in my terminal, resize public test passes fine but it doesn't on autograder saying no output. Can someone help me figure out why this kind of error happen? Do I have to fix the function? My uniqname is hyunjikm.|4|0|private|||0
ldp35zte5r973g|Failing certain seam_carve tests|I have passed all of the tests for each image except for the actual seam_carve test. I pass seam_carve for dog, crabster 50x45, but fail for crabster 70x35 and both horses. I've tried debugging with no luck. I'm very confused how all of my other tests could pass but my final image's don't match. Anyone overcome this issue?|63|0|active|||0
ldp33281fnx5nr|question about seam carve width|Can we use seam_carve_width for other functions that we want to write in processing.cpp? |57|0|active|Yes, I believe the spec says you should for quite a few others.||0
ldp30h90rp76os|compute energy matrix bug|This code is buggy, any guidance on how I can fix it?. |5|0|private|||0
ldp2u2sk98m72b|fill border function|If the width = 3 and the height = 1, does fill_border function change all the values of this matrix or would the value in the middle remain unchanged? |55|1|active|Yup! It should change all values since the entire row (it's both the first and last) is on the border.||0
ldp2nte1t3r38x|trouble diagnosing bug|. . my code passes all of dog, and all tests except for seam_carve for crab and horses .. . reading around, i know that dog is a square and so maybe i messed up row and col somewhere, but is there a way of finding a more specific error ? . Alternateely, is this code at least right? Just b/c it's failing at seam doesn't mean the problem is in seam right, or is it for sure that the problem is in the attached function?. . thanks so much for help today |5|0|private|||0
ldp2dg4pddcel|Remove vertical seam-- &#39;new operator&#39; ??|". In the processing.cpp file, it refers to some 'new operator' to be used when creating the smaller image, and I have no idea what this is referring too.. ""Use the new operator here to create the smaller Image,.  and then use delete when you are done with it.""I understand the concept of what I'm supposed to do, just now how to do it.. . "|57|0|active|Take a look at the public image tests, you'll see an example there||0
ldp20skest15ld|Cost function error or column of min value in a row error|When running tests my cost function always causes an error and I am unable to see where this is coming from on autograder. I have checked over my code many times and seem to be unable to find the issue. Either my min value in a row isn't working or the issue is with the cost function itself. I cannot find what I did wrong in either of these but in autograder min value in row seems to be stuck in a loop or incorrect. I changed for loop to c < column_end because of the exclusivity but cant find other wrong parts. Any quick tips? I am almost certain it is correct as I double checked with a friend but theirs works and mine doesn't|42|0|active|||0
ldp1asfp4pt4ik|Error for image tests|We got this error on autograder. Does anyone know what this means?. |79|0|active|"The error is a memory leak. In other words, you are forgetting to delete a matrix/image that you created with the ""new"" keyword earlier in your function. To fix the error, make sure you type ""delete mat;"" or whatever similar phrase depending on your variable name. Every time you create a new image/matrix you should make sure to delete in at the end of the function. . . "||0
ldp0v9f41x331l|Processing.cpp incomplete type error|Hi, I am having issues with processing.cpp. Our code won't compile because it says there is an incomplete type. We copied the way to write an ifstream exactly off of the slides, and it opens correctly on vs code, but the autograder gives a compile error. I attached a picture of the error message, sorry for the silly names, we wanted to make it fun for ourselves. Thank you.. my uniqname is alexanew, my partner's is ajunebug.. . Error.PNG|88|0|active|I think you're talking about resize.cpp? Remember to #include <fstream> in resize.||0
ldp0u4mjqz259u|Can&#39;t put min_column in seam[]|I can't figure out how to put int values (min_column) in the seam[].  I stepped through the debugger and I have int values to put into the array, but it doesn't get in the array. Any help is greatly appreciated (uniqname: mederand).|4|0|private|||0
ldp0t9jg27b47l|Image_init bug|I have a bug in my image_init function that is messing up a large portion of my code and scores, and I cannot figure out what is causing it. Any guidance would be appreciated!. |5|0|private|Remember to initialize your matrix channels in the image before you set pixels in them. You can either individually initialize them before the for loop like in the other Image_init, or you can just call Image_init directly.||0
ldp0qaf0pl8cu|Resize.cpp - opening and reading files|I have attempted to open and read the files with ifstream and stream, but I keep getting errors that they are undeclared. Is there another way to approach this, or am I just missing something? . |4|0|private|||1
ldp0n9s2mc335d|passing pointers into helper functions|"I'm trying to write a helper function that processes the command line input so that I can save line space in main. I'm passing pointers-to-const char I declare in main into the helper functions in order to assign the filename c strings to those pointers. I'm just getting a little confused about whether my helper function is actually assigning anything to my original pointers, or if its creating a copy of the pointers rather than using them.. . Would this code work to assign the correct values from the CLI to my input_filename, output_filename, new_width and new_height variables?. . // helper function. void process_command_line_input(int argc, const char * argv[],.                                 const char *input_str, const char *output_str,.                                 int &n_width, int &n_height) {.     .     input_str = argv[1]; .     output_str = argv[2];.     n_width = atoi(argv[3]);.     .     if (argc == 5) { // carve width AND height.         n_height = atoi(argv[4]);.     }. }. . int main(int argc, const char * argv[]) {.     .     // PART 1: Reading CLI.     const char * input_filename; // pointer to c string.     const char * output_filename;.     int new_width = 0, new_height = 0;.     .     .     if (argc == 5 || argc == 4) { // carve ONLY width.         .         process_command_line_input(argc, argv, input_filename, output_filename, new_width, new_height);.         .         /* input_filename = argv[1]; // argv[1] is an address.         output_filename = argv[2];.         new_width = atoi(argv[3]);.         .         if (argc == 5) { // carve width AND height.             new_height = atoi(argv[4]);.         }.         */"|6|0|private|||0
ldp0kyu3e8w2te|Seam_carve_width Output Mismatch|I really have no idea where to start fixing this function looking at the output. I did go through all the previous functions used in the seam_carve_width function for dog to make sure that they should work. . . Any advice?. . |71|0|active|Most likely you’re accessing bad memory, or are using uninitialized memory somewhere. ||0
ldp0js9sknv7dp|Resize.cpp - argv 3 question|. . When initializing width and height in one of my arguments, I tried using the atoi function to convert them from strings to ints. However, I am getting an error because I don't have any arguments, but when I try to put in img, it does not work. I am wondering what I need to pass in, and if this is the right way to use the atoi function. . . |6|0|private|From lecture, the argument should be a C-string. Specifically, argv[3] and argv[4] for width and height.||0
ldp0icbxh5f18u|Matrix_tests.cpp - matrix_max_size false positive|I am currently at 63/64 on autograder but I have had a reoccurring error of one of my test functions (matrix_max_size) spitting out false positives. I have double-checked the values I'm comparing to and I don't get any errors on my end when running Matrix_tests.exe. Uniqname: haasf. . I was wondering if an instructor would be able to help me figure out what is going wrong in the function? I have changed it multiple times and checked values logically so I am kind of at a loss. Thank you!Here's the function:. . . |6|0|private|It looks like there's something incorrect about the following line:. . . ASSERT_EQUAL(Matrix_min_value_in_row(mat,0,0,499), 591);||2
ldp01utlxiv3c8|Image_set_pixel|does the image need to be initialized in these functions? My values are coming out incorrect in the given test print function,. gthaxton|58|0|active|Yes. You shouldn't be setting or getting pixels in an image unless the Image has been initialized. You shouldn't have to initialize them within these functions, though. Just at some point before calling them.||0
ldozwvnxxbm3yc|Autograder Exit status:2 for Student Matrix Tests|Hello, When submitting project two, I am getting 0/10 points for Student Martix Tests due to  Exit status:2. My uniquename is Zgreco I am wondering if you are able to tell me what is going wrong because I have written many test cases and when I run my code I seem to pass all of them|5|0|private|You're using some regular assert statements instead of asserts defined by the unit testing framework, like ASSERT_EQUAL. Change them to unit testing framework asserts and you should be good.||0
ldozri14qlaxp|Failing style checks|I am failing all of the style checks, and only scoring 32/64 on autograder. Do style points make up a large portion of the product grade (is autograder representative of grade I can expect?) Thanks.|91|0|active|All the style checks are public on AG along with the point values. There aren't any private style checks.||0
ldozr1pyja44jv|resize inclusions|"do i need to #include certain header files on resize? If not, how does it ""know"" the definitions of my functions?. . and how do i deal with situations in which height isn't entered? in that case, won't argv[4] cause undefined behavior? is just an if statement to avoid that?"|4|0|private|1.) Includes: yup! you should just need to include processing and Image.. . 2.) If height isn't entered, then you just don't need to seam_carve_height. You're right that argv[4] will cause undefined behavior if height isn't specified, so you'll have to only use it if height is specified.||0
ldozhtgefs86t2|assertion failing after implementing resize.cpp|resolved|5|0|private|resolved||0
ldozga48jo3yw|Long Functions in main|My main function in resize has too many lines. If I break it into functions, will the lines in the function definitions also be counted by the style test, or do only lines inside the main function count?|95|0|active|Lines are counted by whatever is in the function, not by any lines within any called functions. Breaking into functions sounds like a good move.||1
ldoz6hu37te6vg|Image, &#34;test_image_from_and_to_stream&#34;|"For some reason when i debug the images height and width are set equal to "". -1094795586"".. . I have tried stepping through and I think there is something wrong with how my code is reading in the test input.. . How can I fix this?"|67|0|active|It looks like you aren't setting the height and width variables in Image_init that takes an istream.||0
ldoyuvsy52o36v|processing.cpp error (assertion failed)|Hi, whenever we're trying to run our processing public tests, we keep getting this error. I think it's a indexing issue but I'm not sure. Is there anything to do about it because we can't writ resize until we finish this, but we've spent hours trying to see why the statement is failing. Thanks!|69|0|active|Use your visual debugger to see where the assertion is failing and see what function call is causing this. You are indexing columns out of bounds.||1
ldoyavwphmt4uq|Stuck at 9/10 on Matrix tests|Hi,. . I've been struggling to get the last matrix test point. I have 35 test cases and am still at a 9/10. I've looked through some other posts on Piazza, but I'm still not sure what to do. If someone could please look at my autograder submission that would be great. Uniqname: aarian. . Thanks|116|1|active|We cannot disclose information about the test cases specifically, all we can recommend is that you take a good effort to read the spec and function RMEs in order to decipher potential edge cases. You already have most of the points, I would not stress too much about this. Good job thus far, continue working on this if you have the time. ||0
ldoxlqbvksz2ht|compute_energy_matrix testing - test case error|So in the previous auto grader attempt, there was an error with the find min seams cases. I found the error and also found other errors relating to remove seams and fixed them. So now, my debugger runs all the processing_public_tests fine. But when I submitted in my most recent attempt, the auto grader marked the compute energy function incorrect, which was fine before in the auto grader. . . The most notable change I made in compute energy was that I separated some lines and tabbed them because they were over 90 characters. Besides that I would guess that the functionality should be the same. Could there be some bug in the auto grader with the code?. . Also some other errors I got was long line in another function and a long main in resize, which I don't think is the problem.|86|0|active|||0
ldoxi23lsteq3|fin/fout in resize.cpp|"I'm having trouble using ifstreams and ofstreams in resize.cpp. . I used argv to store the command line arguments and argc to store the size. To get the input file name, I indexed into argv[1] and put it into a string. I tried. . . ifstream fin(input_file); and ifstream fin; after that but both of those gave me red squiggles saying ""incomplete type is not allowed"". . . I've looked online, in public tests, and lectures but all of those seem to have the same thing as I do so I'm not sure what's wrong."|96|0|active|I think it's best if you make a private post with a screenshot of your code or go to OH.||0
ldox5wqmej8nr|image.cpp not printing out correct format||40|0|active|This is a 2x2 matrix, make sure you are printing the rows on separate lines.||0
ldox3wy03iu3cl|How to access colors in Image_get_pixel and Image_set_pixel with the -&gt; operator.|Im not sure how to obtain the pixel colors from the image without the ->. every attempt has given me an error in my code.. gThaxton |44|0|active|Image_get_pixel() returns a Pixel. You can access the variable inside a struct using . . . So for example. . Pixel p;. p.r = 1; # accessing r value||0
ldowrfp2mmm4d4|Dynamic Memory for Seam Array|I used dynamic memory (new and delete) for my seam array because initializing it with the image’s height wasn’t working (int seam[Image_height(img)), but I saw on some piazza posts that you are not supposed to use dynamic memory for seam (and now realized how I could’ve initialized it). I already used up all 3 of my submissions, but got no points off. Would this affect me (how much would it) in private cases possibly if it didn’t affect me in the public ones? |53|0|active|We unfortunately can't reveal any information about the private tests, but your final score will be the highest scoring submission (not necessarily the most recent one). ||0
ldoweiinspp4s0|processing_public_tests unable to open dog.ppm when debugging on vs code|I have configured my launch.json for processing_public_tests.exe and debugging hasn't been an issue before. When I press debug and the terminal comes up, it shows this and does not debug. |50|0|active|"What does your launch.json look like? Also, make sure that your .vscode folder and ppm files are in your project folder.. . Resolved. Student's solution:. ""Remaking a config seemed to fix it, I used the same exact config as the one in the picture.. . if you are getting a similar issue try closing and reopening VS Code and the project within it and remaking your launch.json """||1
ldowbybxe4f62y|processing autograder error|Why the autograder says that Matrix/Image doesn't have member width/height? . . |6|0|private|You want to respect the interface and only use Matrix provided functions to access matrix's height and width||0
ldow8xcga16u6|Is the score we get on autograder the final score for project 2?|see title|81|0|active|That is your score on the public tests. You get your final score after we run your code on private test cases and publish it.||0
ldovnc9s5gi3ka|Timing out horse test - perf is not working on Mac how do I install?|perf is not found Timing out horse test - perf is not working on Mac how do I install?|56|0|active|I suggest running your code with Perf on CAEN.||0
ldovj94ygvp4wc|resolved|resolved ty |6|0|private|I suggest revisiting the spec and carefully reading the description of this function as well.. . The seam for a specific row has to be calculated using the seam of the previous row.||0
ldovi4lqv9a7fy|crabster seam_carve 70x35 function|Hello, we were able to figure out that our code works for all test cases except crabster 70x35 seam carve. We were able to find out that our code works for row 0 in crabster 70x35 but in row 1, it fails at column 4. Could anyone please take a look at our seam_carve function and let us know if our seam_carve function is what is leading to the error.. . This is the error message that we get.. . Thank you so much|6|0|private|Your min initialization for Matrix_min_value_in_row() is incorrect. Remember that mat->data[column_start] does not translate to a (row, column_start) element of the matrix if the row != 0. I also suggest you utilize Matrix_at() in your Matrix functions instead of directly accessing mat->data.||1
ldovc1g7b072uw|crabster cost failing but all others passing|When I run processing_public_tests everything passes except crabster for the cost function. I have tried everything I could think of to find the issue including different implementations of the same function, checking over the energy function, changing/reviewing the Matrix_min_value_in_row and Matrix_at functions, etc... I also tried multiple things I saw on piazza from people with similar issues. I tried going through it with my debugger but the data set is so large I couldn't find where the values first differed. Any advice on what I might be missing/doing wrong would be appreciated! . . uniqname: elizatay|5|1|private|In Matrix_min_value_in_row(), your min initialization is incorrect. Think about what should be your initial min if you are trying to find a min in the range of [column_start, column_end)||0
ldov9aochv225l|jpg to ppm converter|Hello, I finished the project and I want to resize some images of my own. However, every time I use an online Jpg to Ppm converter, I end up with an obfuscated mess of a ppm file that doesn't work properly with my program. Does anyone have any recommendations on good jpg to ppm converters that worked for them?|59|0|active|This one works for me (*note* this is some random external site, use at your own risk)||0
ldouleicjv95wg|dog rotate not passing on vscode|"when I run the public tests on terminal it fails the dog rotate function but on auto grader it passes. I tried using debugger and it showed me that the ""correct"" file that we are doing the assert comparison with has a width and height of 4 and 5 but the original file is 5 by 5. So shouldn't the rotated image still be 5 by 5 since we just switched the width and height in the rotate left function? We don't pass in the resized image to the rotate function either."|80|0|active|Dog rotate not passing probably means you are not doing something correctly in Image_init(), Image_print(), and other functions that are called in rotate. I would set a breakpoint in rotate and try stepping into Image functions that it calls.||0
ldoui7tblaw6e5|processing horses timing out|The horses test for processing is timing out in the autograder, but when I run it through vscode it passes (although it does take a lot of time). Could someone take a look at my code.|61|0|active|I suggest running your code with Perf on CAEN.||1
ldou1mo54wd38q|Matrix_print function|"The public test assert for test_matrix_print is failing, even though it looks like the output is the same.. . I have tried parsing through and changing the order as well as adding the ""/n"" but nothing has worked. If I could get some help that would be great."|11|0|private|I suggest rewriting your code using Matrix_at(). . . Also is i % Matrix_width(mat) == 1 a correct indication for when you are at the end of a row? ||1
ldotf407vrx6sn|Matrix/image assert errors|Hi, I am having some weird errors with my assertions.. . I've tried stepping through but haven't been able to find the issue, is there any way someone could help? Thanks. |8|0|private|Hi Ethen, can you be more specific with what asserts you are failing, what line and which file?||1
