post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
lfvw9qd01kz783|api.exe confusion: Lost 12% of overall grade on p4-web API private tests|I was looking over our p4-web grade and was a bit disappointed with the grade I got until I noticed that nearly 12% of our grade was lost in api private tests.. . I have a feeling that all these failed test cases came from not correctly updating the positions of the students after a DELETE request. I thought we had taken care of this in our code but upon review I'm starting to believe that we just flat out missed this.. . Could you confirm if this was indeed the reason we lost 12% of our grade? If so, I feel really really really stupid. I looked over the spec and didn't see any mention of this but it's honestly so obvious that I can't believe I missed it. It also feels a bit harsh and frustrating to lose that many points for something like this if the rest of our implementation was fine.. . Could you advise for better understanding how we could have/should have gone about tracking the position of each student to have avoided this issue? I have the feeling we missed some really obvious method or something that would have easily fixed this. Thanks!|14|0|private|"I've taken a look at your DELETE() function, and it looks like it's missing some logic for looping over the remaining students in the queue, and decrementing their positions. I understand why you feel disappointed with yourself, but remember that a single project (or, more specifically, one requirement from one part of one project) cannot possibly represent your ability or value as a scholar; if you've made ""stupid"" mistakes before, you're certainly in good company. ;). . In terms of potential implementations for this requirement, I recommend using some sort of for loop (either using an iterator, or a for-each loop with references) that accesses each each Student in the queue, and decrements their position member. I prefer for-each loops for tasks like this; they generally look like this:. . for (Student &stu : queue) { // notice stu is a reference!. // do something in here. }. . I'm sorry you didn't get the grade you wanted. On my first attempt of the driver, I completely overlooked the position decrement requirement. I'll pass this feedback on to the rest of the staff so we can clarify this detail in the spec."||1
lfvsj76kmtt2xo|How to talk about p4 with interviewer?|"I got an interview next week and I just want to get some idea how to talk about it with them. Tbh I'm still not sure if I can say ""I build an API"" or something like this. I implemented the list.h but I'm not even using it in api.cpp. What's the best way to describe this project in a tech interview? Would it be better to talk about p3 instead of this one since I totally understand what I'm doing in p3, but for p4 all I can say is ""I'm reading this in and process it and writing this out""."|233|1|active|Just adding my two cents: Remember that you can't really show your interviewer your code (due to likely time constraints and the Honor Code, though we cannot really enforce the latter here), so the specifics of your implementation aren't all that important for impressing your interviewer. In my experience, interviewers are more interested in how you achieved something rather than what you achieved, as well as what you learned from the experience. For example, rather than simply discussing the implementation details of P3 or P4, I'd focus on the software engineering process. These details are typically beyond the scope of EECS 280, but some important things to consider:. Did you work with someone else? If so, how'd you manage the collaboration? If hired, you'll almost certainly be working with other people, so your collaboration and communication skills are vital to your success!How did you plan your implementation before beginning it?How did you go about testing your code?What debugging strategies did you employ?What roadblocks did you encounter along the way, and how did you overcome them?How did you manage your time amidst your busy schedule?After finishing the project(s), what did you learn from the experience? If you had to do the whole project again, what would you do differently? (For example, would you write tests before implementing functions? Use pair-programming with your partner? etc). Regardless of whether you're interviewing for industry positions or not, these learnings can also help you in future EECS projects, too. Best of luck in your interview!||0
lfvlnye5kxj1vs|Regarding Office Hours Today|Hello,. . Is there supposed to be someone at the office hours today because there's no one and I'm trying to figure out if I should leave or not. There was a girl in there helping but after me she basically never returned lol.. |153|0|active|||0
lfvg57cdpq656d|How to run the EECS Office Hours Queue website for Project 4|Hi, I am trying to get the EECS Office Hours Queue website for Project 4 to run in a way that I can add a uniqname, description, and meeting link into the Sign-Up and have the input show up on the Queue to the right. The way I opened the website was by clicking the file index.html in my Downloads and hitting Open with Google Chrome. Is this how I should be doing this? Because the website opened but it's not letting me add anyone to the queue, aka, I think it is not registering input. Is there a way to do this? See the screenshot below.. |207|0|active|See here https://eecs280staff.github.io/p4-web/#real-web-server-optional. You basically need to run server.py with python and go to localhost:8000 in your web browser.||0
lfvaqoc7mti5k2|Project 4 - When will grades be released on autograder.io?|Title|352|3|active|Similar to the midterm exam, there are students with extensions due to medical emergencies, so it probably won't be until next week.||1
lfuolmlshp81do|Unsuppressed cout statement used in final submit (otherwise would match output without it)|I have an unsuppressed cout statement in my delete function that will prevent my output from matching 1:1. This cout statement was used purely for testing purposes on delete and otherwise matches the output when commented out. I didn't intend to use this cout statement in the final version of the code and accidentally left it unsuppressed. Despite this unsuppressed cout statement, I was still passing the public tests for api. This is in line 186 of my final autograder submit on api.exe. I know this might be a shot in the dark, but can anything be done to disregard this or potentially allow another submit to make this change?|12|0|private|I'm sorry, but for fairness reasons we can't do anything here. Your final grade will be based on whichever submission has the highest score, so if you have a previous submission that doesn't have the unsuppressed cout then that'll probably be used instead.||0
lfug0ubhx8t71z|Project 4 Test Style checks|We were missing some bugs and realized we needed to write some tests for the copy constructor. We decided to copy the test from the assignment operator since they perform a similar operations on the list and we wanted to test that the copy constructor was working in a similar manner to the assignment operator. As such, our last two tests ended up being very similar but tested different functions. The autograder flags this as code duplication despite them testing different functions. We chose to have two similar tests because we felt that having a similar test case will allow us to more clearly see the problems with the functions we were testing. Are we supposed to use different data sets even though the functions are different but the data sets and the operations we use to test our functions are the same?. . Sincerely,. mjohar and akshatar|11|0|private|||0
lfucvo86r8wei|List_tests say not submitted|My List_tests.cpp compiled on the autograder but then for the tests it says not submitted although it was. I saw other posts with people saying the is because of the use of the ++ postfix, however we never used ++ as a postfix and only ever used as a prefix. Why did this happen even though the file was submitted and compiled?. |8|0|private|I checked your submission and it's a different issue that caused your last submission's tests to fail -- you do `ASSERT_TRUE(list101.end() == nullptr)` when the left-hand side is an iterator and the right-hand size is a poitner, which is a type mismatch.||0
lfucaqrwde68g|Using.erase() on an empty list|Should our code be able to handle a erase function applied to an empty list?|183|0|active|As a general tip for whether or not you need to handle edge cases like this, you should take a look at the requires clause:. . //REQUIRES: i is a valid, dereferenceable iterator associated with this list. ||0
lfubu42yiagsc|Test cases not showing up on autogravder|When I run all of my test cases through Caen they show up with no errors but when I run them through the autogravder none of the bugs are caught. I am confused as to why this could be happening|4|0|private|List_tests.cpp:190:25: error: variable ‘iter2’ set but not used||0
lfubd7fm5641r0|Resolved|Resolved|5|0|private|resolved||0
lfuawlbvcm63or|List Private Templating Test Compile Failure|Hi my uniqname is gahyuny and I passed all the public tests but my list private templating test won't compile and I can't seem to figure out why. I have checked all my return types for the functions and the constructors and in nowhere I put a specific data type to return. Can you look at my code on autograder and see if there are any errors? Thank you so much !!|31|0|private|Converted to private. List.h line 264. You should not assert(*i) since *i returns a datum, which is type T not pointer.||0
lfu9jfgrh423hq|Project 4 Destructor|Our destructor properly destroys all the nodes, but leaves behind an empty list that can still be added to, is this considered a memory leak. for example: . . my_list.~List();. ASSERT_TRUE(my_list.empty());. Is allowed by our implementation.. . All our destructor does is clear the list to we have to fully destroy it?. . . My uniqname is saike.|148|0|active|Memory leaks occur when your dynamically allocated objects, the ones created by calling new, are not properly cleaned. Objects on the stack are automatically destroyed when the function goes out of scope.||0
lfu9efsu3m97go|GET api/queue/head/ error|I get this error for test 3 and only test 3: . Screenshot_2023-03-29_at_6.26.12_PM.png. I am not sure why. I was not getting it before but then I implemented my error handling and it started happening. All the other tests work fine. Here is my main function and my function for get /api/queue/head/:. Screenshot_2023-03-29_at_6.26.24_PM.png. Screenshot_2023-03-29_at_6.26.36_PM.png|5|0|private|Most likely you didn't read in the JSON object right when you should be. (a little too early or a little too late) I'd suggest you use a debugger to make sure you've completely read in the header and started reading in JSON immediately afterwards.||3
lfu8y2gapzu1l2|== operator with null pointers|If two Iterators are pointing at a null pointer, do those Iterators equal each other?|100|0|active|Yes||1
lfu8cfxscrd2n6|List tests not detected.|Submitted my list tests, first time I thought it was due to a memory leak, so once I fixed that, I submitted again. Still a 2 on the return error, but I have no iterators being unused and there were no helper functions written in list.H either for the sake of the tests. Does anyone know what other possibilities it could be?|130|1|active|You are using postfix operator ++ in your test cases, which is not allowed since it is not overloaded.||1
lfu85bmrvo9q8|seg fault pop_back|not sure why this is seg faulting. i have asked a few people to help me debug and I have not gotten an answer.. Screenshot_2023-03-29_at_5.35.57_PM.png|3|0|private|It appears that your last pointer is nullptr so it cannot be dereferenced to get next .||1
lfu7tocoxu47ia|If the queue is empty, return a 400?|what does an empty GET queue look like?? |120|0|active|"If you were to immediately call the following:""GET /api/queue/head/ HTTP/1.1Host: localhostContent-Type: application/json; charset=utf-8Content-Length: 0""...then your queue would still be empty, (as no POST requests have been made yet) and a 400 error would be returned. The response would be:""HTTP/1.1 400 Bad RequestContent-Type: application/json; charset=utf-8Content-Length: 0"""||0
lfu7s5sw6vr28r|while(cin &gt;&gt; method &gt;&gt; endpoint) seems to stop after doing the Delete method or GET head method|"In my own test_in, I did 3 post methods and then 3 delete methods, this resulted in a test out to having the 3 post methods being created but only 1 of the delete methods being created. I even putted couts just to check between in the loop of while(cin >> method >> endpoint) which just says the number ""1"" and out of the while loop which shows ""Done"", but it only resulted to showing each of the 3 post methods and the 1 delete method that are printed showing the number 1 and right after showing Done, telling me that the while(cin>>method>>endpoint) stopped. This was how I formatted my test_in. However, when I test out only doing 6 post methods, it works out perfectly fine.. . Similarly, the Get head method also shows an issue. I was sure that it was the formatting as while method stops immediately after based on the Done print seen, but I'm not entirely sure and also think it could be the code.. . "|86|0|active|Resolved in followups.||2
lfu7qvzsyix6cp|why does valgrind say this when I try to run it?|I'm not sure why it says this. Is there a proper way to run Valgrind on Mac? . . Btw, I got this message after making and running my list tests, and then saying this: leaks -atExit -- ./List_tests.exe. . |77|0|active|It is very difficult to make valgrind work on Mac, which is why we recommend a different solution (the `leaks` tool) for Mac: https://eecs280staff.github.io/tutorials/setup_leakcheck.html||0
lfu7gl2op7j3zh|My Test Cases don’t show results|I am trying to get the last bugs for the project and for some reason my test cases’ results don’t show up in the vscode terminal. It just says “Running test: <test_name>” and then blank. What could be the problem ?I doubt it is an infinite problem because this test in particular has remained untouched and it did run and show PASS not long before|97|0|active|Infinite loop, perhaps?||0
lfu7g4mtye73x4|List Private Templating Tests|I've checked appropriate template headers on everything, overloaded iterator dereference operator, return types... Unsure of what to do. Exit status 2.|28|1|private|Converted question to private. At line 154 in List.h, you are asserting *i. Remember that *i returns the datum of the node, not the node pointer, so you cannot assert it, which is of type T not a pointer.||1
lfu7ef1g7i26ya|Student List tests timing out|When I run the tests, it sometimes stops at a certain function and doesn't output anything. Auto grader says this is because it is timed out. How do I fix this?. |5|0|private|my uniqname is sreejav||0
lfu7e5dbe2751o|Missed score for list_tests|Hi, I want to ask if I missed 1 for the list_tests, how many points will I possibly lose for the final grade?|114|0|active|If it’s about catching bugs missing that one bug would reduce your overall score by only one point but it could make you more at risk for having more bugs in your list.h file if it has not been thoroughly tested ||0
lfu77djl9dy77s|Address Sanitizer Error|. I'm getting this error and I'm not sure what this means. Does anyone know?|65|0|active|"It looks like you're trying to access a member variable of a nullptr. This is likely because you're trying to read something off the end of your list (either on the front or back), such as ""some_node->prev->next"", where ""some_node"" is the first node. This code will throw the error you're seeing here, since the previous node for ""some_node"" is a nullptr, which obviously doesn't have the member variable ""next"".I recommend running your test cases inside of your debugger, it should stop and show you where the issue is occurring in your code."||0
lfu6pg29u4f6nw|api.cpp autograder position and length|When I run the API.cpp tests on my computer they all pass but on the Autograder the position is some massive number and the Content-Length is off too.|71|0|active|There might be some undefined behavior that's causing this, I'd make sure that any variables that are supposed to be zero are explicitly set to 0.||0
lfu6cl7dfgi493|Test Cases not submitted|Hello, I'm having the issue described in the P4 FAQ with the test cases not compiling on CAEN, and I just wanted to know specifically what is doing wrong. I assume my usage of iterator++; is not allowed and instead I should use ++iterator;, but I want to check in case there's something else I'm doing wrong too. Thanks!|7|0|private|According to what I saw from your AG feedback, that is the only issue.||0
lfu69f3kqro51j|Autograder output blank|Tests are running fine on VS code but output on autograder is blank, not sure how to fix the problem. My uniquename is emms. |70|0|active|||1
lfu5xraevpr18r|How to write api Headers|"I'm not sure if I'm missing this inside of the documentation, but how do we write the headers for the responses? The ""HTTP/1.1 201 Created"" and etc. Is it just a (c++) string appended to a json object? None of the examples really say how to print/write out that first line"|72|0|active|Student follow-up is correct. You just need to cout them like regular strings.||1
lfu5ascqkkd6p2|Help with bad access error|Fixed|4|0|private|resolved||0
lfu55pm9dat6g9|autograder not recognizing list tests|hi, i made a post last night but i am still having the same problem. . . my list_tests are compiling, but it is saying there are no test cases submitted so we get 0/21 for test cases and fail other tests involving list_tests|5|0|private|Your iterator it on line 306 in List_tests.cpp is unused, thus giving the error. I highly recommend you run your program on CAEN before submitting to AG so you could catch errors like this without using a submission.||0
lfu4168my9436i|api.cpp size() issue|. so for all 5 cases I get content length that is exactly 1 lower that it is supposed to be. I checked whitespace and it seems to have no problem to me. I have no idea what's going on.|83|0|active|Are you doing adding the new line character to the string that you print out because that could be the problem. ||0
lfu3s4iiaz8lu|memory leaks|When I run my code through AG, I am getting flagged for memory leaks. In specific, I lose points on the student list test on student list. I am not exactly sure how to fix this. Also, I am not sure if the memory leak is actually coming from the test file or a function from list that is being called in the test file. Bellow I have included the error I am receiving. Any ideas on what to do?. . |95|1|active|I would take a look at List_tests.cpp line 603, since it seems like your memory leak is happening there. ||0
lfu3f7akwro5e4|Project 4 memory leak|. I'm unsure why my programme has a memory leak. I use the clear function in my list destructor so I don't know why this error would occur. Am I supposed to delete the new node that I created in push_back, push_front, and insert?. . My uniqname is jwytang.|123|1|active|You shouldn't delete the new node in those function as much as those should be deleted in your destructor. This means that your destructor isn't deleting all the nodes in your linked list. Make sure if you are using a loop that it loop enough times. ||1
lfu3ewchpo7610|Assigning a value to itself|In one of my test cases, I assign one value to itself. When I run my test cases through my compiler (vs code) I am getting an error: I have included the error message bellow. However, when I run the code through autograder, I don't receive any errors. It all compiles, no false positives, and I catch all 21 bugs. What may be the problem?. |97|0|active|This happened to me as well. I guess the compiler knows that assigning an element to itself is dumb so it stops you from doing it.  What I did to get around this was to make a pointer to the element and then used this pointer to assign the element to itself.||1
lfu3c6hmke6b5|Can I use the List_compile_check.cpp code?|Hi, in my List_tests.cpp, I have copied the code from List_comile_check.cpp and let it become one of my test case. Will this be considered as violation of honor code? |83|0|active|It isn’t an honor code violation. You can do this :) ||0
lfu3bk2v8ud5qr|Deep copy/overloaded assignment operator|". The big three confuses me, and I'm trying to make sure I implemented the overloaded assignment operator correctly and am correctly making a deep copy of a list. Here, it says that even though the two copies' ""elements"" arrays point to the same array, their respective addresses in memory are different (0x1000 vs 0x1010). . . By this logic, I cannot check the beginning address of a list to ensure I've made a deep copy and not a shallow copy, because even a shallow copy would have two different addresses. Am I understanding this correctly? If so, is there anything else I can do to check that I've implemented the operator correctly? "|87|0|active|I can see how that image is confusing. I believe the addresses you pointed out are the addresses of the pointers themselves, and not the addresses they are pointing to. This is an image of what not to do to make a deep copy. . . If your question is about testing if the copy made is deep or shallow, I would recommend using iterators. Assign a pre-built list (list1) to another list (list2) and set iterators to the first spot in both of them. The iterator == operation can then be used to check if they are pointing to the same spot in memory.. . Hope this helps!||0
lfu38en1mx39k|Project 4Remaining Test Cases|I've written all the test cases that I could think of but am still missing 7 on the autograder, could anyone give any tips on what test_cases I'm missing?|128|1|active|Also, within the big three, try to remind yourself of WHY you need the big three in this case. What extra benefits do they provide in certain situations? Can you test those situations out? (general advice without looking through your code)||1
lfu30h79h7q1|api.exe list iterator template|Is there a reference available for writing the templates for the standard library list iterator? When attempting to create an iterator in my member functions for api, I'm receiving the following error:. . I have template headers above each function, but I'm not sure if this is the right route to go.|75|0|active|i have seen this error before, make sure you are not missing a semicolon right before a function definition||0
lfu2f1pzjom456|Autograder didn&#39;t read my List_tests.cpp|Hello, for some reason the autograder did not read in any of my List tests, despite them both working on CAEN, and we had the return exit status two problem that other people were having. I was wondering if there is any way that I could get that submit back, I currently only have one submit left and would not have any way to check if our code is catching the instructor bugs after. Thank you!|8|0|private|Your error is on List_tests.cpp:177 -- you shouldn't assert_equal between an iterator and null pointer. Instead, do ASSERT_TRUE(ptr == empty_list.end()). . Make sure you aren't comparing any iterators to null pointers anywhere in your tests.||1
lfu24szf29p2zn|memory leak in private tests|In the list_tests, I didn’t use the pointer_type so I don’t know how to delete the object.. I uses clear() but it doesn’t seem to work well.. Also, the autograder cannot recognize some of my private tests, which also confuses me.. If someone can check a bit for me, I will much appreciate it.|76|0|active|||0
lfu1oc65saa4c|error handling|For the error handling portion of api.cpp, can both requirements be implemented in one statement? I have an implementation for the invalid path, which allows me to pass all the API tests, but when I implement for method is not appropriate for the path, i am running into errors. How can I go about this?|76|0|active|"I personally separated my requests into 3 different ""handle"" functions, such as ""handle_POST"", etc. From there, I have some if statements that handle each request endpoint for that method, and if it encounters something different, it throws an error."||0
lfu1ny99g0j443|List Private Templating Test|"Hi, my List Private Templating Test is failing, I have triple-checked the code to see if I am returning int instead of T, and I am not. My Exit Status is ""2"" is that has any significance. Thanks for the help. My uniqname is yuyaoh"|107|0|active|The problem is most likely that one of your overloading operators is returning a specific data type, rather than a template. Did you double-check that?. . For example, you might have written in your code:. int & operator*() {.       //insert code. }. But this function should not be returning an int, but the type T (template).. So the correct formatting would be:. T & operator*() {.       //insert code. }. Hope this helps!||1
lfu0uki7xbd386|Unable to access code in WSL window, Directory issues|I am using VS Code, and I am not able to open my code in a WSL window. When I open a WSL window my terminal directory is set to username@mylaptop, which I guess is the Linux home directory or something. While I am able to use /mnt/c to navigate to my files in the terminal, the file explorer within VS Code still has no file open. The issue is when I click open folder VS Code automatically looks in the username@mylaptop location, and forcing it to open my actual code from my files exits the WSL window. Does anyone have a solution? I have been stuck in this loop and my code is basically just a text document right now.|59|0|active|"Try this if you're on windows and you use Ubuntu:1.) Go to the folder where your cpp file is located.2.) Enter bash in the top window. 3.) Enter ""code ."" in the command window that pops up.VS Code should pop up showing ""Ubuntu WSL"" in the bottom left corner. If you see that, then you should be good to go!"||0
lfu0bwd4mt14k5|iterator erase function|Are we allowed to change the function signature to pass in the Iterator by reference instead of value? . . My issue is that if I have 2 iterators that point to different elements of the list, and then use erase for both iterators, both iterators should be set to nullptr (so we can invalidate the iterators and not use them anymore).. . This means that if I use the == operator with the 2 iterators, it should return true since == is comparing the Iterators' node_ptrs (which are now both nullptr). . . My test is returning false though, which I think is because the current function passes Iterators in by value. So can we change the signature?|124|0|active|You should not change the function signature, I would instead change your tests -- if the tests are invalid with the signature as-is, AG will mark them as a false positive anyway||0
lfu00q5ssn52l1|Do we use the list class we created for api.cpp?|. . ??|105|0|active|No, you use std:list||0
lftzq79zd01oo|Delete api.cop|Will the delete request ever be in the middle of a series of requests? The one test case we have test05 is the only one with DELETE AS A REQUEST. I was just wondering if I need to account for removing a person from the json array that I made? . I don’t understand how we would remove something from the json array? I understand the linked list just not the array. |110|0|active|Ok, from what I am gathering from the spec and the project is that you would only make an array of JSON objects, so you could display it. Also, when you are deleting something you would iterate through your linked list not the JSON array. ||0
lftxq2rffzwjz|erase function leak|uniqname: lrsierra. . So for our erase function when we have the case of erasing a nod that is in between 2 people we are getting a memory leak. However, my debugger doesn't catch this even with the sanitizer. It is only showing up on Autotrader. I don't really know what the problem is tho.. . |6|0|private|||0
lftxjum0iw057k|Error handling &#43; public_error01|In the Error Handling section of the p4-spec, it says we can assume:. All GET and DELETE requests will have a Content-Length: 0. however, how come the public test on autograder publicerror01 has a GET request with content length not equal 0? |98|1|active|"I just asked Prof. DeOrio about this in class -- The error this test case is testing for is whether you handle the invalid path `/invalid/path/`, not the content-length and body being present. . . **You will not be tested on whether there is a request body/content length in `GET` requests.** You can either give a 400 error if there is a request body, or you can silently ""consume"" it and ignore it."||0
lftx1dwisn975j|I am getting an error that I don&#39;t understand how to fix.||81|0|active|It's essentially saying that you called delete on a dynamically allocated object you created and somewhere else in your code you go back and delete that dead object again calling a double delete. Check to make sure you didn't accidentally delete the same object twice or have some helper function which is deleting it. ||0
lftwbld552t2l7|how do I test these two functions|how to I test these two functions?. . . List & operator= (const List &rhs){. .  T& operator*()|93|0|active|Well, the point of this operator of List = is to make it where you can set a list to equal another. Knowing this, you know that if your operator works properly that both lists should be copies of each other. This would mean they should have the same size, and elements. These observable characteristics are where you can make some tests for the operator.  . . Then for your second operator is the dereference operator. This is supposed to give you the datum of a given node. Knowing this, you could make a list with some elements and then test if you dereference a node that it gives you the proper datum. . . I hope this helps you! ||0
lftvndwsayr2ls|Assignment operator delete[]|I am confused on what we should be deleting in the assignment operator for list .... in other words, what comes after delete[] ? I was thinking maybe the first pointer because that would go through all the nodes and delete them until the original list was empty .. . Also ... should there be a conditional in the assignment operator function that separates the case where the list we are assigning to is empty? I was not sure if calling delete[] on an empty list would result in a seg fault.. . Thank you!|99|0|active|Remember that a linked list is not like a normal array in the sense that it is not sequential in memory so delete[] would not be the way to delete the list. If you just delete the first node, the remaining nodes will still be there and there will be a memory leak as you could not be able to access the rest. You should think about using a certain function to remove every item individually which you probably implemented before the assignment overloading function. Also the condition you are talking about should be handled in that one function.||0
lftvljfnlye6rp|RESOLVED-GET /api/queue/ small output error|Hello! My implementation for the GET /api/queue/ overall seems to be working, however, in the first part of the output the position stays at 1. Any guidance on how to resolve this issue would be really appreciated!. |81|0|active|I think it is for post api/tail. Try returning the size of the queue in the position ||0
lftvir8f1621z6|Autograder &#34;No Test Cases Submitted&#34;|From what I have gathered from reading piazza posts similar to ours is that other people's List_tests.cpp just weren't compiling or things of that nature, however, our tests are compiling on our own machine and on the autograder. However, the autograder still says that no test cases are being submitted. We have submitted multiple times trying to change the format of our test cases to have the autograder accept them, but nothing seems to be working. . . . My uniqname is andbaker and my partners uniqname is csweiss. . We can submit our List_tests.cpp in here if that will also help.|3|0|private|Just took a look at your autograder and it looks like you figured this out?||1
lftv5k0przf6mk|RESOLVED Autograder output blank|All of the api tests are running fine and giving the correct output on Xcode, I even set up CAEN and ran it through there, and it's also giving correct output. When I submitted to the autograder however, there is no output whatsoever, it is completely blank. My uniqname is alghanas. I have no idea what to do at this point. Any other question like this said to use CAEN and I did.. . UPDATE: I resubmitted and now its working? Must've been an autograder issue.|80|0|active|resolved||0
lftuzm8nw2n51d|malloc error break in insert|hi so I'm receiving a memory leak in our insert function but I'm not sure why. When I try stepping through and debugging everything looks fine and it's returning the right node. Can someone lead me in the right direction?. . . |4|0|private|||0
lftuqkkaj4q5h2|Copy Constructor unidentified behaviour|I submitted my test cases to the autograder which resulted in a UB/leak when testing the copy constructor of list in a test case. What might be the problem here? I dont think i am dereferencing a nullptr or not deleting an object on the heap after going through the debugger.. |88|3|active|The copy constructor is trying to access the datum of a Node that doesn't exist or doesn't exist anymore. This is probably because the next (or prev) points to something other than a nullptr, so the Iterator continues the valid list and tries to copy from uninitialized memory. Check in the debugger for whether next points to 0x0 for the last Node in the list during the copying function. If not, there is likely a problem with any function that modifies the list e.g. push and pop. Make sure to consider cases where the affected Node is the only Node in a list, the first in a list, the last in a list, etc. It it does, I would check the condition on which the function stops copying.||1
lftuan9qlr758y|Variable Template Usage Error|I am attempting to include. . typename std::list<T>::Iterator T for all instances in api.cpp where an iterator is necessary. Unfortunately, VSCode tells me. variable templates are a C++14 extension [-Werror,-Wc++14-extensions].. This is confusing as I don't believe we were told to download specific extensions for this project.. Is there a better way to be writing these templates? . I made sure that I included . . . template <typename T>. on the line above every time I tried to write this template.. . . . |60|1|active|||0
